MEASURE_DATE,MEASURE_VALUE,SITE_COUNTRY,SITE_LATITUDE,SITE_LONGITUDE
2023-12-04,5040.989,Nigeria,6.448858,7.392609
2024-01-17,6147.385,Nigeria,6.448858,7.392609
2022-01-16,4998.49979629,Nigeria,9.076439,7.425385
2023-10-04,3698.526,Nigeria,9.076439,7.425385
2021-05-05,6109.41212298,Nigeria,9.076439,7.425385
2023-03-20,7742.27,Nigeria,6.448858,7.392609
2023-11-11,5152.551,Nigeria,6.448858,7.392609
2021-07-20,4434.372387,Nigeria,9.076439,7.425385
2020-09-29,1841.65419992,Nigeria,9.076439,7.425385
2023-06-14,4401.373,Nigeria,9.076439,7.425385
2023-02-27,6067.37,Nigeria,6.448858,7.392609
2021-08-16,1385.88174075,Nigeria,9.076439,7.425385
2023-05-09,6426.907,Nigeria,9.076439,7.425385
2023-09-15,5073.792,Nigeria,6.448858,7.392609
2023-06-29,3969.781,Nigeria,6.448858,7.392609
2023-01-13,5505.444,Nigeria,9.076439,7.425385
2022-04-19,5775.5675067,Nigeria,9.076439,7.425385
2024-06-11,3192.733,Nigeria,6.448858,7.392609
2024-01-11,5600.857,Nigeria,6.448858,7.392609
2022-08-08,5275.85814868,Nigeria,9.076439,7.425385
2021-05-06,3412.96833234,Nigeria,9.076439,7.425385
2023-12-11,4767.45,Nigeria,6.448858,7.392609
2023-05-29,3967.542,Nigeria,9.076439,7.425385
2023-12-30,5401.555,Nigeria,6.448858,7.392609
2023-07-01,4301.989,Nigeria,9.076439,7.425385
2020-06-26,2717.83450625,Nigeria,9.076439,7.425385
2021-08-13,2747.727192,Nigeria,9.076439,7.425385
2023-11-21,6069.201,Nigeria,9.076439,7.425385
2023-08-22,5680.559,Nigeria,9.076439,7.425385
2020-04-15,5757.13594975,Nigeria,9.076439,7.425385
2023-12-17,5664.658,Nigeria,9.076439,7.425385
2021-06-21,3930.882048,Nigeria,9.076439,7.425385
2023-08-27,1985.773,Nigeria,6.448858,7.392609
2021-09-21,3035.93705827,Nigeria,9.076439,7.425385
2023-03-19,5484.767,Nigeria,9.076439,7.425385
2023-05-08,5294.76,Nigeria,6.448858,7.392609
2023-10-15,6298.251,Nigeria,9.076439,7.425385
2022-04-01,5956.25674503,Nigeria,9.076439,7.425385
2022-07-22,3008.25525875,Nigeria,9.076439,7.425385
2024-05-30,3780.777,Nigeria,9.076439,7.425385
2024-02-13,3203.823,Nigeria,6.448858,7.392609
