DIM_SITE_ID,MEASURE_DATE,MEASURE_VALUE,SITE_COUNTRY,SITE_LATITUDE,SITE_LONGITUDE
6961463658566967421,2022-09-16,6457.62633333,Kenya,-0.469974,35.181874
12518679614139820510,2020-04-14,6428.45093083,Nigeria,9.076439,7.425385
15180059806776514843,2023-12-07,0,Kenya,-1.494448,37.057094
18074720362286236858,2024-03-03,1998.877,Ghana,5.645686,0.008678
13026966175404302122,2023-04-29,5925.299,Nigeria,6.448858,7.392609
14677532269409350870,2022-12-02,0.35416667,Kenya,-0.400000,35.920000
14009020961523231008,2020-11-07,15270.371,Kenya,0.610000,36.830000
14009020961523231008,2020-11-07,15270.371,Kenya,0.610000,36.830000
14009020961523231008,2018-03-05,0,Kenya,0.610000,36.830000
14009020961523231008,2018-03-05,0,Kenya,0.610000,36.830000
14009020961523231008,2017-12-12,0,Kenya,0.610000,36.830000
14009020961523231008,2017-12-12,0,Kenya,0.610000,36.830000
3412729147397131350,2023-10-02,0,Kenya,-0.224000,35.880000
16388039360858303205,2022-11-09,5800.63333333,Kenya,-0.220000,35.860000
14009020961523231008,2022-03-28,0,Kenya,0.610000,36.830000
14009020961523231008,2022-03-28,0,Kenya,0.610000,36.830000
18074720362286236858,2023-09-23,2049.29666667,Ghana,5.645686,0.008678
6888740820673076166,2021-09-05,5400.18483333,Kenya,0.610000,36.800000
6888740820673076166,2021-09-05,5400.18483333,Kenya,0.610000,36.800000
6961463658566967421,2020-02-20,8312.2596,Kenya,-0.469974,35.181874
6888740820673076166,2023-09-01,5882.37216667,Kenya,0.610000,36.800000
