time,G(i),H_sun,T2m,WS10m,Int
20071004:2209,0.0,0.0,23.96,4.48,0.0
20071004:2309,0.0,0.0,23.14,5.38,0.0
20071005:0009,0.0,0.0,22.72,4.97,0.0
20071005:0109,0.0,0.0,22.36,4.69,0.0
20071005:0209,0.0,0.0,22.0,4.83,0.0
20071005:0309,0.0,0.0,21.58,4.55,0.0
20071005:0409,87.2,8.82,21.17,3.1,0.0
20071005:0509,292.13,20.41,22.17,2.48,0.0
20071005:0609,438.56,31.13,23.78,2.41,0.0
20071005:0709,861.8,40.3,25.77,1.93,0.0
20071005:0809,1015.58,46.83,27.66,2.07,0.0
20071005:0909,1032.41,49.36,28.78,1.45,0.0
20071005:1009,979.8,47.17,29.42,1.03,0.0
20071005:1109,872.14,40.9,30.04,1.24,0.0
20071005:1209,701.69,31.89,30.52,1.52,0.0
20071005:1309,302.31,21.26,30.67,2.07,0.0
20071005:1409,110.39,9.72,30.27,3.03,0.0
20071005:1509,0.0,0.0,29.33,3.03,0.0
20071005:1609,0.0,0.0,28.12,3.24,0.0
20071005:1709,0.0,0.0,27.05,3.86,0.0
20071005:1809,0.0,0.0,25.87,3.93,0.0
20071005:1909,0.0,0.0,25.05,2.76,0.0
20071005:2009,0.0,0.0,24.23,2.55,0.0
20071005:2109,0.0,0.0,23.3,2.76,0.0
20071005:2209,0.0,0.0,22.67,2.83,0.0
20071005:2309,0.0,0.0,21.65,2.76,0.0
20071006:0009,0.0,0.0,20.89,2.62,0.0
20071006:0109,0.0,0.0,20.21,2.55,0.0
20071006:0209,0.0,0.0,19.67,2.55,0.0
20071006:0309,0.0,0.0,19.12,2.48,0.0
20071006:0409,54.3,8.65,18.93,2.21,0.0
20071006:0509,279.1,20.21,20.34,2.21,0.0
20071006:0609,543.22,30.89,22.36,2.34,0.0
20071006:0709,784.2,40.01,24.81,4.48,0.0
20071006:0809,942.78,46.48,26.47,4.62,0.0
20071006:0909,995.43,48.98,27.19,4.34,0.0
20071006:1009,984.32,46.78,27.94,4.21,0.0
20071006:1109,896.52,40.54,28.38,4.41,0.0
20071006:1209,685.75,31.55,28.47,4.69,0.0
20071006:1309,439.0,20.95,28.26,4.9,0.0
20071006:1409,159.67,9.43,27.58,4.97,0.0
20071006:1509,0.0,0.0,26.63,4.0,0.0
20071006:1609,0.0,0.0,25.65,3.17,0.0
20071006:1709,0.0,0.0,24.68,2.83,0.0
20071006:1809,0.0,0.0,23.84,2.9,0.0
20071006:1909,0.0,0.0,23.21,2.97,0.0
20071006:2009,0.0,0.0,22.58,3.59,0.0
20071006:2109,0.0,0.0,21.81,4.0,0.0
20071006:2209,0.0,0.0,21.0,4.07,0.0
20071006:2309,0.0,0.0,20.28,4.07,0.0
20071007:0009,0.0,0.0,19.68,4.0,0.0
20071007:0109,0.0,0.0,19.16,3.86,0.0
20071007:0209,0.0,0.0,18.71,3.72,0.0
20071007:0309,0.0,0.0,18.3,3.52,0.0
20071007:0409,96.45,8.47,18.14,3.38,0.0
20071007:0509,370.9,20.01,19.54,3.79,0.0
20071007:0609,631.66,30.66,21.5,4.48,0.0
20071007:0709,859.75,39.73,23.74,4.21,0.0
20071007:0809,995.4,46.14,25.66,4.07,0.0
20071007:0909,1034.78,48.59,27.27,3.86,0.0
20071007:1009,1001.9,46.4,28.4,3.59,0.0
20071007:1109,878.08,40.17,29.0,3.38,0.0
20071007:1209,623.25,31.22,29.41,3.24,0.0
20071007:1309,418.25,20.64,29.35,3.1,0.0
20071007:1409,158.69,9.13,28.99,2.83,0.0
20071007:1509,0.0,0.0,28.11,2.14,0.0
20071007:1609,0.0,0.0,26.92,2.34,0.0
20071007:1709,0.0,0.0,25.67,2.55,0.0
20071007:1809,0.0,0.0,24.57,2.55,0.0
20071007:1909,0.0,0.0,23.5,2.55,0.0
20071007:2009,0.0,0.0,22.53,2.62,0.0
20071007:2109,0.0,0.0,21.68,2.62,0.0
20071007:2209,0.0,0.0,20.94,2.55,0.0
20071007:2309,0.0,0.0,20.27,2.41,0.0
20071008:0009,0.0,0.0,19.52,2.21,0.0
20071008:0109,0.0,0.0,18.71,1.93,0.0
20071008:0209,0.0,0.0,17.88,1.79,0.0
20071008:0309,0.0,0.0,17.15,1.66,0.0
20071008:0409,92.72,8.29,16.74,1.59,0.0
20071008:0509,367.76,19.8,19.06,1.45,0.0
20071008:0609,629.79,30.42,22.41,1.79,0.0
20071008:0709,863.94,39.44,25.05,1.38,0.0
20071008:0809,986.7,45.8,27.48,1.17,0.0
20071008:0909,1025.97,48.21,29.13,0.76,0.0
20071008:1009,993.15,46.01,30.07,0.62,0.0
20071008:1109,869.24,39.81,30.65,0.48,0.0
20071008:1209,597.45,30.89,30.9,0.34,0.0
20071008:1309,407.16,20.33,30.87,0.21,0.0
20071008:1409,144.15,8.85,30.53,0.14,0.0
20071008:1509,0.0,0.0,29.94,0.21,0.0
20071008:1609,0.0,0.0,28.75,0.34,0.0
20071008:1709,0.0,0.0,27.8,0.55,0.0
20071008:1809,0.0,0.0,26.75,0.83,0.0
20071008:1909,0.0,0.0,26.03,0.69,0.0
20071008:2009,0.0,0.0,25.0,0.9,0.0
20071008:2109,0.0,0.0,22.82,1.24,0.0
20071008:2209,0.0,0.0,21.04,1.52,0.0
20071008:2309,0.0,0.0,19.91,1.52,0.0
20071009:0009,0.0,0.0,19.23,1.38,0.0
20071009:0109,0.0,0.0,19.19,1.1,0.0
20071009:0209,0.0,0.0,19.58,0.9,0.0
20071009:0309,0.0,0.0,17.62,1.38,0.0
20071009:0409,64.82,8.11,16.74,1.86,0.0
20071009:0509,290.84,19.6,18.96,1.38,0.0
20071009:0609,557.54,30.18,22.9,1.31,0.0
20071009:0709,795.46,39.15,26.36,1.79,0.0
20071009:0809,897.33,45.46,29.05,2.41,0.0
20071009:0909,967.05,47.83,30.78,2.83,0.0
20071009:1009,861.08,45.63,31.75,2.62,0.0
20071009:1109,860.18,39.45,32.34,2.48,0.0
20071009:1209,680.58,30.56,32.65,2.62,0.0
20071009:1309,30.09,20.02,32.57,2.69,0.0
20071009:1409,113.82,8.56,32.07,2.62,0.0
20071009:1509,0.0,0.0,30.86,2.21,0.0
20071009:1609,0.0,0.0,29.42,2.55,0.0
20071009:1709,0.0,0.0,28.17,2.69,0.0
20071009:1809,0.0,0.0,26.92,2.55,0.0
20071009:1909,0.0,0.0,25.47,3.03,0.0
20071009:2009,0.0,0.0,24.81,3.03,0.0
20071009:2109,0.0,0.0,24.15,2.83,0.0
20071009:2209,0.0,0.0,23.6,2.55,0.0
20071009:2309,0.0,0.0,22.8,2.28,0.0
20071010:0009,0.0,0.0,21.93,2.55,0.0
20071010:0109,0.0,0.0,21.27,2.55,0.0
20071010:0209,0.0,0.0,20.88,2.69,0.0
20071010:0309,0.0,0.0,20.57,2.97,0.0
20071010:0409,50.37,7.93,20.56,2.97,0.0
20071010:0509,315.79,19.4,22.18,2.83,0.0
20071010:0609,342.37,29.94,25.26,3.38,0.0
20071010:0709,472.2,38.86,28.35,4.21,0.0
20071010:0809,921.18,45.11,30.71,5.17,0.0
20071010:0909,971.53,47.45,32.29,6.21,0.0
20071010:1009,953.17,45.24,32.65,6.55,0.0
20071010:1109,789.04,39.09,32.88,6.14,0.0
20071010:1209,40.44,30.23,33.02,5.31,0.0
20071010:1309,134.74,19.72,32.65,4.9,0.0
20071010:1409,58.95,8.27,32.02,4.34,0.0
20071010:1509,0.0,0.0,30.52,3.93,0.0
20071010:1609,0.0,0.0,29.03,3.72,0.0
20071010:1709,0.0,0.0,27.88,3.31,0.0
20071010:1809,0.0,0.0,26.66,2.76,0.0
20071010:1909,0.0,0.0,25.5,2.48,0.0
20071010:2009,0.0,0.0,24.82,2.76,0.0
20071010:2109,0.0,0.0,24.44,2.62,0.0
20071010:2209,0.0,0.0,23.58,2.69,0.0
20071010:2309,0.0,0.0,23.05,2.55,0.0
20071011:0009,0.0,0.0,22.23,2.34,0.0
20071011:0109,0.0,0.0,21.41,1.59,0.0
20071011:0209,0.0,0.0,20.69,1.24,0.0
20071011:0309,0.0,0.0,20.32,1.03,0.0
20071011:0409,111.12,7.74,20.06,1.59,0.0
20071011:0509,251.63,19.19,21.34,2.21,0.0
20071011:0609,482.29,29.7,23.49,2.55,0.0
20071011:0709,757.11,38.57,25.95,2.69,0.0
20071011:0809,912.52,44.77,28.08,3.24,0.0
20071011:0909,998.52,47.07,30.06,3.93,0.0
20071011:1009,964.75,44.86,31.54,4.48,0.0
20071011:1109,854.1,38.73,32.19,4.62,0.0
20071011:1209,659.13,29.9,32.51,4.41,0.0
20071011:1309,412.12,19.42,32.32,3.59,0.0
20071011:1409,132.05,7.99,31.64,2.07,0.0
20071011:1509,0.0,0.0,29.59,2.28,0.0
20071011:1609,0.0,0.0,27.61,3.1,0.0
20071011:1709,0.0,0.0,26.05,3.31,0.0
20071011:1809,0.0,0.0,24.78,2.83,0.0
20071011:1909,0.0,0.0,23.37,2.07,0.0
20071011:2009,0.0,0.0,22.13,1.72,0.0
20071011:2109,0.0,0.0,20.79,1.38,0.0
20071011:2209,0.0,0.0,19.78,1.17,0.0
20071011:2309,0.0,0.0,19.64,0.9,0.0
20071012:0009,0.0,0.0,19.65,0.55,0.0
20071012:0109,0.0,0.0,19.18,0.21,0.0
20071012:0209,0.0,0.0,18.57,0.41,0.0
20071012:0309,0.0,0.0,17.73,0.62,0.0
20071012:0409,48.94,7.56,17.2,0.69,0.0
20071012:0509,293.97,18.98,18.48,0.55,0.0
20071012:0609,571.12,29.45,21.38,0.69,0.0
20071012:0709,802.5,38.28,23.9,1.31,0.0
20071012:0809,959.57,44.43,26.11,1.45,0.0
20071012:0909,1003.23,46.7,27.94,1.66,0.0
20071012:1009,962.32,44.49,29.42,1.86,0.0
20071012:1109,844.6,38.38,30.45,2.14,0.0
20071012:1209,621.46,29.58,30.99,2.28,0.0
20071012:1309,391.4,19.12,31.0,2.28,0.0
20071012:1409,127.48,7.71,30.57,2.14,0.0
20071012:1509,0.0,0.0,29.44,1.52,0.0
20071012:1609,0.0,0.0,28.12,1.1,0.0
20071012:1709,0.0,0.0,27.36,0.76,0.0
20071012:1809,0.0,0.0,25.52,1.24,0.0
20071012:1909,0.0,0.0,23.72,2.28,0.0
20071012:2009,0.0,0.0,22.68,2.48,0.0
20071012:2109,0.0,0.0,21.59,2.48,0.0
20071012:2209,0.0,0.0,20.7,2.34,0.0
20071012:2309,0.0,0.0,19.97,2.34,0.0
20071013:0009,0.0,0.0,19.4,2.28,0.0
20071013:0109,0.0,0.0,18.88,2.14,0.0
20071013:0209,0.0,0.0,18.22,1.72,0.0
20071013:0309,0.0,0.0,18.0,1.45,0.0
20071013:0409,13.17,7.37,17.96,1.17,0.0
20071013:0509,136.61,18.77,19.71,0.83,0.0
20071013:0609,381.03,29.21,23.04,1.17,0.0
20071013:0709,355.56,37.99,26.83,2.28,0.0
20071013:0809,757.42,44.09,29.06,2.97,0.0
20071013:0909,950.47,46.32,30.15,3.03,0.0
20071013:1009,341.07,44.11,30.69,1.52,0.0
20071013:1109,829.3,38.03,31.75,2.14,0.0
20071013:1209,596.9,29.26,32.41,3.1,0.0
20071013:1309,129.54,18.83,32.23,3.24,0.0
20071013:1409,51.1,7.44,31.73,2.97,0.0
20071013:1509,0.0,0.0,30.38,1.59,0.0
20071013:1609,0.0,0.0,29.24,0.48,0.0
20071013:1709,0.0,0.0,27.53,1.66,0.0
20071013:1809,0.0,0.0,26.36,2.48,0.0
20071013:1909,0.0,0.0,26.67,0.41,0.0
20071013:2009,0.0,0.0,25.75,0.76,0.0
20071013:2109,0.0,0.0,23.88,1.24,0.0
20071013:2209,0.0,0.0,21.9,1.79,0.0
20071013:2309,0.0,0.0,20.96,2.14,0.0
20071014:0009,0.0,0.0,20.34,2.41,0.0
20071014:0109,0.0,0.0,20.31,3.17,0.0
20071014:0209,0.0,0.0,20.29,3.86,0.0
20071014:0309,0.0,0.0,20.11,3.52,0.0
20071014:0409,6.58,7.19,19.88,3.45,0.0
20071014:0509,188.25,18.56,21.28,3.45,0.0
20071014:0609,361.71,28.96,23.21,4.62,0.0
20071014:0709,528.81,37.7,25.67,3.24,0.0
20071014:0809,837.65,43.74,27.79,3.59,0.0
20071014:0909,906.64,45.95,29.28,3.93,0.0
20071014:1009,839.17,43.74,30.09,3.79,0.0
20071014:1109,760.09,37.68,30.3,3.66,0.0
20071014:1209,343.97,28.94,30.35,3.72,0.0
20071014:1309,321.61,18.54,29.99,3.31,0.0
20071014:1409,82.98,7.16,29.4,3.24,0.0
20071014:1509,0.0,0.0,28.17,2.62,0.0
20071014:1609,0.0,0.0,27.09,2.41,0.0
20071014:1709,0.0,0.0,25.97,2.62,0.0
20071014:1809,0.0,0.0,25.04,3.24,0.0
20071014:1909,0.0,0.0,24.03,4.48,0.0
20071014:2009,0.0,0.0,22.84,4.07,0.0
20071014:2109,0.0,0.0,21.84,3.72,0.0
20071014:2209,0.0,0.0,20.96,3.59,0.0
20071014:2309,0.0,0.0,20.22,3.45,0.0
20071015:0009,0.0,0.0,19.53,2.9,0.0
20071015:0109,0.0,0.0,19.0,2.41,0.0
20071015:0209,0.0,0.0,18.46,2.14,0.0
20071015:0309,0.0,0.0,17.8,2.14,0.0
20071015:0409,79.68,7.0,17.34,2.0,0.0
20071015:0509,224.76,18.35,18.65,1.79,0.0
20071015:0609,642.93,28.71,20.82,2.07,0.0
20071015:0709,770.88,37.4,23.43,2.14,0.0
20071015:0809,946.18,43.4,24.94,1.86,0.0
20071015:0909,988.81,45.57,26.23,1.59,0.0
20071015:1009,960.59,43.37,27.27,1.79,0.0
20071015:1109,811.01,37.33,27.99,2.14,0.0
20071015:1209,344.84,28.62,28.32,2.62,0.0
20071015:1309,412.01,18.25,28.29,3.17,0.0
20071015:1409,107.46,6.89,27.84,3.45,0.0
20071015:1509,0.0,0.0,26.95,2.41,0.0
20071015:1609,0.0,0.0,25.98,2.14,0.0
20071015:1709,0.0,0.0,24.94,2.62,0.0
20071015:1809,0.0,0.0,23.84,3.31,0.0
20071015:1909,0.0,0.0,23.1,4.14,0.0
20071015:2009,0.0,0.0,22.25,3.66,0.0
20071015:2109,0.0,0.0,21.4,2.97,0.0
20071015:2209,0.0,0.0,20.57,2.55,0.0
20071015:2309,0.0,0.0,19.81,2.34,0.0
20071016:0009,0.0,0.0,19.07,2.14,0.0
20071016:0109,0.0,0.0,18.33,2.0,0.0
20071016:0209,0.0,0.0,17.69,1.93,0.0
20071016:0309,0.0,0.0,17.12,2.0,0.0
20071016:0409,81.23,6.81,16.8,2.0,0.0
20071016:0509,354.87,18.13,18.37,1.93,0.0
20071016:0609,600.49,28.46,20.5,2.41,0.0
20071016:0709,825.27,37.11,22.48,3.17,0.0
20071016:0809,936.47,43.06,23.99,3.93,0.0
20071016:0909,978.86,45.2,25.07,5.17,0.0
20071016:1009,791.44,43.0,25.78,6.41,0.0
20071016:1109,648.66,36.99,25.73,7.03,0.0
20071016:1209,606.86,28.31,25.69,7.45,0.0
20071016:1309,356.83,17.96,25.48,7.59,0.0
20071016:1409,96.67,6.63,24.64,7.1,0.0
20071016:1509,0.0,0.0,23.41,5.86,0.0
20071016:1609,0.0,0.0,22.09,5.72,0.0
20071016:1709,0.0,0.0,20.32,6.41,0.0
20071016:1809,0.0,0.0,18.44,6.48,0.0
20071016:1909,0.0,0.0,17.08,5.86,0.0
20071016:2009,0.0,0.0,16.04,5.31,0.0
20071016:2109,0.0,0.0,15.36,4.97,0.0
20071016:2209,0.0,0.0,14.8,4.55,0.0
20071016:2309,0.0,0.0,14.27,4.21,0.0
20071017:0009,0.0,0.0,13.72,3.72,0.0
20071017:0109,0.0,0.0,13.15,3.17,0.0
20071017:0209,0.0,0.0,12.65,2.83,0.0
20071017:0309,0.0,0.0,12.17,2.69,0.0
20071017:0409,111.77,6.62,11.84,2.62,0.0
20071017:0509,386.05,17.92,13.34,2.62,0.0
20071017:0609,618.99,28.21,15.55,3.59,0.0
20071017:0709,823.79,36.81,17.86,3.72,0.0
20071017:0809,933.64,42.72,19.9,3.79,0.0
20071017:0909,976.37,44.84,21.65,3.79,0.0
20071017:1009,911.88,42.63,23.09,3.79,0.0
20071017:1109,736.95,36.65,24.15,3.86,0.0
20071017:1209,545.68,28.0,24.8,4.0,0.0
20071017:1309,332.0,17.68,24.93,4.07,0.0
20071017:1409,91.67,6.36,24.51,3.72,0.0
20071017:1509,0.0,0.0,23.04,2.9,0.0
20071017:1609,0.0,0.0,21.57,3.03,0.0
20071017:1709,0.0,0.0,20.36,3.38,0.0
20071017:1809,0.0,0.0,19.33,3.72,0.0
20071017:1909,0.0,0.0,17.91,3.79,0.0
20071017:2009,0.0,0.0,16.98,3.52,0.0
20071017:2109,0.0,0.0,16.15,3.24,0.0
20071017:2209,0.0,0.0,15.39,3.1,0.0
20071017:2309,0.0,0.0,14.7,2.97,0.0
20071018:0009,0.0,0.0,14.05,2.83,0.0
20071018:0109,0.0,0.0,13.43,2.69,0.0
20071018:0209,0.0,0.0,12.87,2.76,0.0
20071018:0309,0.0,0.0,12.31,2.69,0.0
20071018:0409,26.33,6.43,11.67,2.28,0.0
20071018:0509,403.57,17.7,12.95,1.31,0.0
20071018:0609,611.32,27.96,16.15,1.24,0.0
20071018:0709,821.02,36.52,18.61,1.1,0.0
20071018:0809,938.35,42.39,20.71,0.62,0.0
20071018:0909,966.29,44.47,22.55,0.55,0.0
20071018:1009,895.05,42.27,23.92,0.83,0.0
20071018:1109,735.02,36.31,24.83,0.62,0.0
20071018:1209,522.38,27.7,25.23,0.41,0.0
20071018:1309,319.5,17.4,25.28,1.1,0.0
20071018:1409,86.41,6.1,24.9,1.59,0.0
20071018:1509,0.0,0.0,23.79,1.59,0.0
20071018:1609,0.0,0.0,22.34,1.31,0.0
20071018:1709,0.0,0.0,20.76,1.17,0.0
20071018:1809,0.0,0.0,19.32,1.38,0.0
20071018:1909,0.0,0.0,17.33,1.66,0.0
20071018:2009,0.0,0.0,18.5,0.62,0.0
20071018:2109,0.0,0.0,16.74,1.24,0.0
20071018:2209,0.0,0.0,14.55,1.86,0.0
20071018:2309,0.0,0.0,13.88,2.14,0.0
20071019:0009,0.0,0.0,13.66,2.41,0.0
20071019:0109,0.0,0.0,13.35,2.41,0.0
20071019:0209,0.0,0.0,13.0,2.28,0.0
20071019:0309,0.0,0.0,12.69,2.21,0.0
20071019:0409,105.59,6.23,12.46,2.07,0.0
20071019:0509,155.81,17.49,14.26,1.52,0.0
20071019:0609,634.46,27.71,18.73,2.07,0.0
20071019:0709,800.06,36.22,22.52,3.38,0.0
20071019:0809,914.55,42.05,24.88,4.41,0.0
20071019:0909,963.42,44.11,26.3,5.03,0.0
20071019:1009,437.38,41.91,26.98,4.9,0.0
20071019:1109,205.1,35.98,27.68,5.1,0.0
20071019:1209,402.95,27.39,27.88,5.38,0.0
20071019:1309,365.17,17.12,27.62,5.45,0.0
20071019:1409,21.63,5.85,26.96,4.9,0.0
20071019:1509,0.0,0.0,25.37,4.34,0.0
20071019:1609,0.0,0.0,24.19,4.69,0.0
20071019:1709,0.0,0.0,23.3,4.28,0.0
20071019:1809,0.0,0.0,22.1,3.93,0.0
20071019:1909,0.0,0.0,20.83,4.28,0.0
20071019:2009,0.0,0.0,20.08,3.93,0.0
20071019:2109,0.0,0.0,19.54,3.38,0.0
20071019:2209,0.0,0.0,19.32,3.17,0.0
20071019:2309,0.0,0.0,18.83,3.17,0.0
20071020:0009,0.0,0.0,18.57,2.97,0.0
20071020:0109,0.0,0.0,18.05,3.03,0.0
20071020:0209,0.0,0.0,18.13,3.31,0.0
20071020:0309,0.0,0.0,17.76,3.52,0.0
20071020:0409,42.78,6.04,17.67,3.79,0.0
20071020:0509,245.67,17.27,18.82,4.14,0.0
20071020:0609,495.53,27.46,20.84,5.1,0.0
20071020:0709,758.8,35.93,22.12,6.28,0.0
20071020:0809,829.04,41.71,23.75,6.83,0.0
20071020:0909,938.0,43.75,25.15,6.69,0.0
20071020:1009,910.67,41.55,26.32,6.48,0.0
20071020:1109,647.6,35.65,26.88,6.28,0.0
20071020:1209,417.53,27.09,27.2,6.0,0.0
20071020:1309,344.76,16.85,27.09,5.45,0.0
20071020:1409,45.06,5.59,26.39,4.07,0.0
20071020:1509,0.0,0.0,24.79,3.1,0.0
20071020:1609,0.0,0.0,23.56,2.97,0.0
20071020:1709,0.0,0.0,22.73,2.83,0.0
20071020:1809,0.0,0.0,21.94,2.83,0.0
20071020:1909,0.0,0.0,21.55,3.72,0.0
20071020:2009,0.0,0.0,21.08,3.72,0.0
20071020:2109,0.0,0.0,20.57,3.45,0.0
20071020:2209,0.0,0.0,20.23,3.24,0.0
20071020:2309,0.0,0.0,19.52,3.17,0.0
20071021:0009,0.0,0.0,19.17,3.1,0.0
20071021:0109,0.0,0.0,18.61,3.03,0.0
20071021:0209,0.0,0.0,18.09,2.76,0.0
20071021:0309,0.0,0.0,17.8,2.34,0.0
20071021:0409,48.0,5.84,17.32,2.21,0.0
20071021:0509,263.12,17.05,18.3,2.0,0.0
20071021:0609,541.66,27.21,20.75,2.76,0.0
20071021:0709,795.2,35.64,22.54,2.83,0.0
20071021:0809,923.89,41.38,24.65,3.24,0.0
20071021:0909,986.39,43.39,26.53,3.31,0.0
20071021:1009,975.94,41.2,27.72,3.17,0.0
20071021:1109,803.91,35.32,28.38,2.9,0.0
20071021:1209,637.89,26.8,28.67,2.62,0.0
20071021:1309,370.83,16.58,28.53,2.34,0.0
20071021:1409,84.88,5.34,28.04,1.93,0.0
20071021:1509,0.0,0.0,27.03,1.31,0.0
20071021:1609,0.0,0.0,25.46,0.9,0.0
20071021:1709,0.0,0.0,25.14,0.41,0.0
20071021:1809,0.0,0.0,24.46,0.14,0.0
20071021:1909,0.0,0.0,21.51,1.79,0.0
20071021:2009,0.0,0.0,20.4,2.0,0.0
20071021:2109,0.0,0.0,19.58,2.07,0.0
20071021:2209,0.0,0.0,18.76,2.0,0.0
20071021:2309,0.0,0.0,17.92,1.93,0.0
20071022:0009,0.0,0.0,17.13,1.66,0.0
20071022:0109,0.0,0.0,16.79,1.38,0.0
20071022:0209,0.0,0.0,17.11,1.03,0.0
20071022:0309,0.0,0.0,16.9,0.9,0.0
20071022:0409,100.68,5.65,16.11,0.97,0.0
20071022:0509,319.98,16.83,16.92,0.76,0.0
20071022:0609,591.97,26.95,19.62,0.62,0.0
20071022:0709,851.52,35.34,22.25,0.76,0.0
20071022:0809,928.46,41.04,24.58,0.83,0.0
20071022:0909,976.29,43.03,26.32,0.83,0.0
20071022:1009,932.07,40.85,27.43,1.31,0.0
20071022:1109,768.7,35.0,28.1,1.86,0.0
20071022:1209,605.85,26.5,28.41,2.34,0.0
20071022:1309,350.18,16.32,28.27,2.62,0.0
20071022:1409,76.54,5.1,27.72,2.41,0.0
20071022:1509,0.0,0.0,26.49,2.07,0.0
20071022:1609,0.0,0.0,25.29,2.21,0.0
20071022:1709,0.0,0.0,24.15,2.21,0.0
20071022:1809,0.0,0.0,23.08,2.07,0.0
20071022:1909,0.0,0.0,21.83,1.86,0.0
20071022:2009,0.0,0.0,20.86,2.0,0.0
20071022:2109,0.0,0.0,20.14,2.34,0.0
20071022:2209,0.0,0.0,19.3,2.48,0.0
20071022:2309,0.0,0.0,18.65,2.55,0.0
20071023:0009,0.0,0.0,18.21,2.62,0.0
20071023:0109,0.0,0.0,17.85,2.55,0.0
20071023:0209,0.0,0.0,17.41,2.34,0.0
20071023:0309,0.0,0.0,16.92,2.21,0.0
20071023:0409,17.87,5.45,16.44,1.86,0.0
20071023:0509,311.5,16.61,17.5,1.24,0.0
20071023:0609,436.0,26.7,20.96,1.45,0.0
20071023:0709,435.55,35.05,23.53,1.24,0.0
20071023:0809,478.1,40.71,26.22,1.79,0.0
20071023:0909,921.25,42.68,28.23,3.03,0.0
20071023:1009,853.51,40.5,29.59,3.38,0.0
20071023:1109,607.63,34.67,30.53,4.0,0.0
20071023:1209,626.89,26.21,30.91,4.41,0.0
20071023:1309,350.45,16.06,30.75,3.86,0.0
20071023:1409,42.01,4.86,29.98,2.55,0.0
20071023:1509,0.0,0.0,28.14,2.55,0.0
20071023:1609,0.0,0.0,26.53,2.48,0.0
20071023:1709,0.0,0.0,25.22,2.21,0.0
20071023:1809,0.0,0.0,23.99,2.14,0.0
20071023:1909,0.0,0.0,22.44,2.48,0.0
20071023:2009,0.0,0.0,21.19,2.48,0.0
20071023:2109,0.0,0.0,20.18,2.41,0.0
20071023:2209,0.0,0.0,19.27,2.28,0.0
20071023:2309,0.0,0.0,18.4,2.0,0.0
20071024:0009,0.0,0.0,17.45,1.59,0.0
20071024:0109,0.0,0.0,17.5,0.9,0.0
20071024:0209,0.0,0.0,17.76,0.07,0.0
20071024:0309,0.0,0.0,15.89,1.1,0.0
20071024:0409,50.39,5.25,15.18,1.79,0.0
20071024:0509,159.54,16.39,16.75,1.17,0.0
20071024:0609,494.8,26.44,21.0,0.83,0.0
20071024:0709,732.29,34.75,25.12,1.45,0.0
20071024:0809,893.27,40.38,28.07,1.72,0.0
20071024:0909,877.39,42.33,30.28,2.0,0.0
20071024:1009,821.7,40.16,31.69,1.79,0.0
20071024:1109,761.78,34.36,32.37,1.59,0.0
20071024:1209,603.47,25.93,32.71,1.93,0.0
20071024:1309,355.95,15.8,32.58,2.55,0.0
20071024:1409,34.61,4.62,31.88,2.21,0.0
20071024:1509,0.0,0.0,30.42,2.21,0.0
20071024:1609,0.0,0.0,28.76,2.62,0.0
20071024:1709,0.0,0.0,26.93,3.1,0.0
20071024:1809,0.0,0.0,25.73,3.38,0.0
20071024:1909,0.0,0.0,24.21,3.1,0.0
20071024:2009,0.0,0.0,23.45,2.9,0.0
20071024:2109,0.0,0.0,22.65,2.62,0.0
20071024:2209,0.0,0.0,21.79,2.62,0.0
20071024:2309,0.0,0.0,21.05,3.03,0.0
20071025:0009,0.0,0.0,20.36,3.24,0.0
20071025:0109,0.0,0.0,19.76,3.03,0.0
20071025:0209,0.0,0.0,19.1,2.69,0.0
20071025:0309,0.0,0.0,18.36,2.41,0.0
20071025:0409,57.21,5.06,17.55,2.0,0.0
20071025:0509,275.56,16.16,18.32,1.1,0.0
20071025:0609,526.24,26.19,21.63,0.97,0.0
20071025:0709,778.48,34.46,24.12,1.38,0.0
20071025:0809,891.41,40.05,26.42,1.59,0.0
20071025:0909,952.49,41.98,28.31,1.93,0.0
20071025:1009,887.52,39.82,29.71,2.28,0.0
20071025:1109,796.19,34.05,30.59,2.41,0.0
20071025:1209,599.95,25.65,31.05,2.34,0.0
20071025:1309,358.95,15.54,30.99,2.34,0.0
20071025:1409,7.52,4.39,30.3,2.07,0.0
20071025:1509,0.0,0.0,28.83,2.21,0.0
20071025:1609,0.0,0.0,27.46,2.41,0.0
20071025:1709,0.0,0.0,26.04,2.76,0.0
20071025:1809,0.0,0.0,24.67,2.97,0.0
20071025:1909,0.0,0.0,23.62,3.38,0.0
20071025:2009,0.0,0.0,22.64,3.38,0.0
20071025:2109,0.0,0.0,21.67,3.17,0.0
20071025:2209,0.0,0.0,20.78,3.24,0.0
20071025:2309,0.0,0.0,20.05,3.38,0.0
20071026:0009,0.0,0.0,19.35,3.45,0.0
20071026:0109,0.0,0.0,18.63,3.45,0.0
20071026:0209,0.0,0.0,17.99,3.45,0.0
20071026:0309,0.0,0.0,17.39,3.38,0.0
20071026:0409,34.68,4.86,16.92,3.31,0.0
20071026:0509,258.86,15.94,17.87,3.38,0.0
20071026:0609,523.23,25.93,19.87,4.28,0.0
20071026:0709,775.45,34.17,22.22,4.9,0.0
20071026:0809,887.94,39.72,24.33,4.9,0.0
20071026:0909,927.41,41.64,26.04,4.97,0.0
20071026:1009,905.14,39.48,27.25,4.9,0.0
