time,G(i),H_sun,T2m,WS10m,Int
20070913:1009,1025.78,55.89,31.23,5.79,0.0
20070913:1109,881.7,49.11,32.23,5.79,0.0
20070913:1209,655.49,39.43,32.71,5.86,0.0
20070913:1309,461.68,28.27,32.82,5.79,0.0
20070913:1409,246.7,16.42,32.48,5.66,0.0
20070913:1509,31.13,4.31,31.65,4.83,0.0
20070913:1609,0.0,0.0,30.05,4.07,0.0
20070913:1709,0.0,0.0,28.69,4.07,0.0
20070913:1809,0.0,0.0,27.46,4.62,0.0
20070913:1909,0.0,0.0,26.11,5.03,0.0
20070913:2009,0.0,0.0,24.65,5.17,0.0
20070913:2109,0.0,0.0,23.32,5.03,0.0
20070913:2209,0.0,0.0,22.21,4.83,0.0
20070913:2309,0.0,0.0,21.34,4.76,0.0
20070914:0009,0.0,0.0,20.68,4.76,0.0
20070914:0109,0.0,0.0,20.2,4.69,0.0
20070914:0209,0.0,0.0,19.81,4.62,0.0
20070914:0309,0.0,0.0,19.48,4.55,0.0
20070914:0409,156.75,12.23,19.75,4.41,0.0
20070914:0509,416.96,24.2,21.34,5.31,0.0
20070914:0609,662.98,35.62,23.53,5.52,0.0
20070914:0709,861.21,45.86,26.54,5.1,0.0
20070914:0809,1002.04,53.75,28.97,4.55,0.0
20070914:0909,1051.2,57.44,31.07,3.93,0.0
20070914:1009,1018.15,55.5,32.71,3.45,0.0
20070914:1109,904.53,48.74,33.88,3.17,0.0
20070914:1209,723.22,39.09,34.57,3.03,0.0
20070914:1309,493.9,27.96,34.78,2.83,0.0
20070914:1409,252.17,16.12,34.6,2.69,0.0
20070914:1509,29.61,4.01,33.96,2.48,0.0
20070914:1609,0.0,0.0,32.0,2.97,0.0
20070914:1709,0.0,0.0,30.27,3.31,0.0
20070914:1809,0.0,0.0,28.83,3.45,0.0
20070914:1909,0.0,0.0,27.52,3.66,0.0
20070914:2009,0.0,0.0,26.54,3.72,0.0
20070914:2109,0.0,0.0,25.73,3.72,0.0
20070914:2209,0.0,0.0,24.86,3.52,0.0
20070914:2309,0.0,0.0,23.95,3.17,0.0
20070915:0009,0.0,0.0,22.97,2.9,0.0
20070915:0109,0.0,0.0,21.95,2.55,0.0
20070915:0209,0.0,0.0,20.87,2.14,0.0
20070915:0309,0.0,0.0,19.75,1.79,0.0
20070915:0409,162.74,12.08,19.45,1.52,0.0
20070915:0509,428.81,24.03,22.42,1.31,0.0
20070915:0609,667.31,35.43,25.57,1.38,0.0
20070915:0709,861.49,45.62,28.11,1.38,0.0
20070915:0809,995.67,53.44,30.61,1.24,0.0
20070915:0909,1044.63,57.06,32.76,1.03,0.0
20070915:1009,1017.31,55.1,34.18,0.55,0.0
20070915:1109,909.16,48.37,34.89,0.83,0.0
20070915:1209,700.77,38.75,35.34,1.45,0.0
20070915:1309,480.0,27.64,35.42,2.0,0.0
20070915:1409,250.35,15.81,35.16,2.41,0.0
20070915:1509,27.2,3.71,34.42,2.41,0.0
20070915:1609,0.0,0.0,32.81,2.48,0.0
20070915:1709,0.0,0.0,31.25,2.62,0.0
20070915:1809,0.0,0.0,29.8,2.62,0.0
20070915:1909,0.0,0.0,28.43,2.55,0.0
20070915:2009,0.0,0.0,27.15,2.48,0.0
20070915:2109,0.0,0.0,25.97,2.48,0.0
20070915:2209,0.0,0.0,24.91,2.62,0.0
20070915:2309,0.0,0.0,23.86,2.76,0.0
20070916:0009,0.0,0.0,22.84,2.62,0.0
20070916:0109,0.0,0.0,22.02,2.48,0.0
20070916:0209,0.0,0.0,21.52,2.69,0.0
20070916:0309,0.0,0.0,21.17,3.1,0.0
20070916:0409,70.5,11.93,21.39,3.03,0.0
20070916:0509,342.66,23.87,23.84,3.24,0.0
20070916:0609,606.59,35.23,26.73,3.93,0.0
20070916:0709,850.38,45.37,29.34,3.66,0.0
20070916:0809,989.15,53.13,31.72,3.59,0.0
20070916:0909,1056.61,56.68,33.46,3.52,0.0
20070916:1009,1027.96,54.71,34.54,3.45,0.0
20070916:1109,923.94,48.0,35.18,3.72,0.0
20070916:1209,698.16,38.41,35.44,4.21,0.0
20070916:1309,494.24,27.32,35.26,4.62,0.0
20070916:1409,251.35,15.51,34.69,4.83,0.0
20070916:1509,23.38,3.4,33.65,4.28,0.0
20070916:1609,0.0,0.0,31.9,3.86,0.0
20070916:1709,0.0,0.0,30.52,4.41,0.0
20070916:1809,0.0,0.0,29.21,5.38,0.0
20070916:1909,0.0,0.0,27.46,5.93,0.0
20070916:2009,0.0,0.0,25.95,5.72,0.0
20070916:2109,0.0,0.0,24.68,5.52,0.0
20070916:2209,0.0,0.0,23.64,5.52,0.0
20070916:2309,0.0,0.0,22.82,5.59,0.0
20070917:0009,0.0,0.0,22.17,5.31,0.0
20070917:0109,0.0,0.0,21.71,4.83,0.0
20070917:0209,0.0,0.0,21.45,4.34,0.0
20070917:0309,0.0,0.0,21.3,3.86,0.0
20070917:0409,166.34,11.78,21.65,3.52,0.0
20070917:0509,422.64,23.7,23.96,3.66,0.0
20070917:0609,663.16,35.03,26.48,4.34,0.0
20070917:0709,856.34,45.13,28.87,4.41,0.0
20070917:0809,989.44,52.81,30.8,4.28,0.0
20070917:0909,1043.08,56.3,32.55,3.93,0.0
20070917:1009,1021.38,54.31,33.87,3.66,0.0
20070917:1109,904.88,47.63,34.71,3.66,0.0
20070917:1209,683.4,38.07,35.05,4.0,0.0
20070917:1309,484.28,27.0,34.91,4.28,0.0
20070917:1409,234.58,15.2,34.36,4.41,0.0
20070917:1509,20.76,3.1,33.25,3.66,0.0
20070917:1609,0.0,0.0,31.16,3.45,0.0
20070917:1709,0.0,0.0,29.49,3.59,0.0
20070917:1809,0.0,0.0,28.06,3.52,0.0
20070917:1909,0.0,0.0,26.48,3.38,0.0
20070917:2009,0.0,0.0,25.36,3.1,0.0
20070917:2109,0.0,0.0,24.31,2.76,0.0
20070917:2209,0.0,0.0,23.23,2.48,0.0
20070917:2309,0.0,0.0,22.09,2.41,0.0
20070918:0009,0.0,0.0,20.98,2.41,0.0
20070918:0109,0.0,0.0,19.9,2.34,0.0
20070918:0209,0.0,0.0,18.88,2.07,0.0
20070918:0309,0.0,0.0,18.16,1.86,0.0
20070918:0409,175.82,11.62,18.34,1.59,0.0
20070918:0509,439.45,23.53,21.19,1.1,0.0
20070918:0609,667.66,34.83,24.91,1.52,0.0
20070918:0709,867.99,44.88,27.72,1.86,0.0
20070918:0809,988.67,52.49,30.2,2.07,0.0
20070918:0909,1014.81,55.92,32.3,2.62,0.0
20070918:1009,978.9,53.92,33.67,2.76,0.0
20070918:1109,873.29,47.25,34.42,2.48,0.0
20070918:1209,656.48,37.73,34.83,2.21,0.0
20070918:1309,456.03,26.68,34.88,2.21,0.0
20070918:1409,225.37,14.89,34.59,2.34,0.0
20070918:1509,17.42,2.8,33.58,2.41,0.0
20070918:1609,0.0,0.0,31.19,3.17,0.0
20070918:1709,0.0,0.0,29.23,3.45,0.0
20070918:1809,0.0,0.0,27.72,3.59,0.0
20070918:1909,0.0,0.0,26.0,3.59,0.0
20070918:2009,0.0,0.0,24.81,3.45,0.0
20070918:2109,0.0,0.0,23.71,3.17,0.0
20070918:2209,0.0,0.0,22.66,2.9,0.0
20070918:2309,0.0,0.0,21.63,2.62,0.0
20070919:0009,0.0,0.0,20.57,2.28,0.0
20070919:0109,0.0,0.0,19.43,2.0,0.0
20070919:0209,0.0,0.0,18.49,1.93,0.0
20070919:0309,0.0,0.0,17.65,2.14,0.0
20070919:0409,169.33,11.47,17.45,2.14,0.0
20070919:0509,430.79,23.36,20.56,1.79,0.0
20070919:0609,667.73,34.63,24.79,2.07,0.0
20070919:0709,861.51,44.62,28.22,2.0,0.0
20070919:0809,994.93,52.17,31.33,2.07,0.0
20070919:0909,1041.46,55.54,33.54,2.21,0.0
20070919:1009,998.44,53.52,34.63,2.41,0.0
20070919:1109,882.87,46.88,35.31,2.9,0.0
20070919:1209,653.45,37.38,35.61,3.24,0.0
20070919:1309,475.42,26.36,35.55,3.52,0.0
20070919:1409,233.11,14.59,35.08,3.59,0.0
20070919:1509,15.76,2.5,33.84,2.76,0.0
20070919:1609,0.0,0.0,31.82,2.83,0.0
20070919:1709,0.0,0.0,30.04,2.83,0.0
20070919:1809,0.0,0.0,28.4,2.97,0.0
20070919:1909,0.0,0.0,26.74,3.31,0.0
20070919:2009,0.0,0.0,25.52,3.66,0.0
20070919:2109,0.0,0.0,24.51,3.66,0.0
20070919:2209,0.0,0.0,23.5,3.52,0.0
20070919:2309,0.0,0.0,22.56,3.52,0.0
20070920:0009,0.0,0.0,21.82,3.45,0.0
20070920:0109,0.0,0.0,21.19,3.52,0.0
20070920:0209,0.0,0.0,20.61,3.45,0.0
20070920:0309,0.0,0.0,20.01,3.45,0.0
20070920:0409,97.46,11.31,19.97,3.24,0.0
20070920:0509,368.01,23.19,22.16,3.31,0.0
20070920:0609,631.54,34.43,25.04,3.93,0.0
20070920:0709,844.11,44.37,27.6,3.79,0.0
20070920:0809,981.07,51.85,30.12,3.93,0.0
20070920:0909,1020.12,55.15,32.21,4.0,0.0
20070920:1009,990.27,53.12,33.8,4.07,0.0
20070920:1109,886.63,46.51,34.84,4.14,0.0
20070920:1209,656.26,37.04,35.37,4.21,0.0
20070920:1309,471.42,26.04,35.41,4.21,0.0
20070920:1409,224.11,14.28,35.01,3.93,0.0
20070920:1509,11.28,2.19,33.73,2.83,0.0
20070920:1609,0.0,0.0,31.71,2.9,0.0
20070920:1709,0.0,0.0,29.86,2.97,0.0
20070920:1809,0.0,0.0,28.24,3.1,0.0
20070920:1909,0.0,0.0,26.69,3.24,0.0
20070920:2009,0.0,0.0,25.46,3.24,0.0
20070920:2109,0.0,0.0,24.38,3.24,0.0
20070920:2209,0.0,0.0,23.38,3.1,0.0
20070920:2309,0.0,0.0,22.39,2.97,0.0
20070921:0009,0.0,0.0,21.5,2.83,0.0
20070921:0109,0.0,0.0,20.71,2.69,0.0
20070921:0209,0.0,0.0,19.99,2.62,0.0
20070921:0309,0.0,0.0,19.36,2.62,0.0
20070921:0409,142.55,11.15,19.28,2.55,0.0
20070921:0509,399.1,23.01,21.74,2.41,0.0
20070921:0609,645.21,34.22,24.92,2.76,0.0
20070921:0709,850.17,44.11,27.97,2.34,0.0
20070921:0809,974.06,51.52,30.77,2.07,0.0
20070921:0909,1026.54,54.77,33.26,1.59,0.0
20070921:1009,1008.64,52.72,35.13,1.38,0.0
20070921:1109,878.36,46.13,36.1,1.24,0.0
20070921:1209,658.23,36.69,36.42,1.03,0.0
20070921:1309,461.95,25.72,36.38,0.97,0.0
20070921:1409,225.25,13.97,36.05,1.03,0.0
20070921:1509,0.0,0.0,35.38,0.97,0.0
20070921:1609,0.0,0.0,33.8,0.9,0.0
20070921:1709,0.0,0.0,32.26,0.55,0.0
20070921:1809,0.0,0.0,32.02,0.21,0.0
20070921:1909,0.0,0.0,30.28,0.76,0.0
20070921:2009,0.0,0.0,28.65,0.97,0.0
20070921:2109,0.0,0.0,26.34,1.24,0.0
20070921:2209,0.0,0.0,23.28,2.0,0.0
20070921:2309,0.0,0.0,22.8,2.76,0.0
20070922:0009,0.0,0.0,22.18,3.24,0.0
20070922:0109,0.0,0.0,21.61,3.24,0.0
20070922:0209,0.0,0.0,20.9,3.17,0.0
20070922:0309,0.0,0.0,20.24,3.1,0.0
20070922:0409,136.51,10.99,20.12,2.9,0.0
20070922:0509,398.43,22.84,22.25,2.9,0.0
20070922:0609,645.0,34.01,25.11,2.97,0.0
20070922:0709,844.38,43.85,28.04,2.83,0.0
20070922:0809,973.2,51.2,30.76,2.76,0.0
20070922:0909,1024.46,54.38,32.99,2.55,0.0
20070922:1009,993.3,52.32,34.65,2.07,0.0
20070922:1109,875.97,45.75,35.66,1.72,0.0
20070922:1209,655.28,36.35,36.18,2.0,0.0
20070922:1309,474.95,25.4,36.23,2.41,0.0
20070922:1409,226.32,13.66,35.8,2.76,0.0
20070922:1509,0.0,0.0,34.62,2.48,0.0
20070922:1609,0.0,0.0,32.6,2.83,0.0
20070922:1709,0.0,0.0,30.9,2.9,0.0
20070922:1809,0.0,0.0,29.42,2.97,0.0
20070922:1909,0.0,0.0,28.19,3.45,0.0
20070922:2009,0.0,0.0,27.08,3.66,0.0
20070922:2109,0.0,0.0,25.96,3.59,0.0
20070922:2209,0.0,0.0,24.86,3.38,0.0
20070922:2309,0.0,0.0,23.85,3.24,0.0
20070923:0009,0.0,0.0,23.02,3.17,0.0
20070923:0109,0.0,0.0,22.27,3.03,0.0
20070923:0209,0.0,0.0,21.57,2.97,0.0
20070923:0309,0.0,0.0,20.94,3.86,0.0
20070923:0409,114.68,10.84,21.02,4.41,0.0
20070923:0509,384.65,22.66,22.73,4.55,0.0
20070923:0609,626.01,33.8,25.04,4.28,0.0
20070923:0709,837.28,43.59,27.98,3.79,0.0
20070923:0809,972.21,50.87,30.38,3.31,0.0
20070923:0909,1016.15,54.0,32.33,2.69,0.0
20070923:1009,998.42,51.93,33.77,2.0,0.0
20070923:1109,893.02,45.38,34.73,1.31,0.0
20070923:1209,661.97,36.0,35.29,1.31,0.0
20070923:1309,475.35,25.08,35.43,2.0,0.0
20070923:1409,222.82,13.36,34.96,2.76,0.0
20070923:1509,0.0,0.0,33.76,3.03,0.0
20070923:1609,0.0,0.0,31.97,3.38,0.0
20070923:1709,0.0,0.0,30.75,3.86,0.0
20070923:1809,0.0,0.0,29.64,5.1,0.0
20070923:1909,0.0,0.0,27.9,5.86,0.0
20070923:2009,0.0,0.0,26.03,6.14,0.0
20070923:2109,0.0,0.0,24.49,6.41,0.0
20070923:2209,0.0,0.0,23.41,6.55,0.0
20070923:2309,0.0,0.0,22.53,6.55,0.0
20070924:0009,0.0,0.0,21.88,6.41,0.0
20070924:0109,0.0,0.0,21.37,6.14,0.0
20070924:0209,0.0,0.0,20.96,5.86,0.0
20070924:0309,0.0,0.0,20.6,5.66,0.0
20070924:0409,120.7,10.67,20.59,5.31,0.0
20070924:0509,396.82,22.48,21.67,6.14,0.0
20070924:0609,653.05,33.59,23.24,6.76,0.0
20070924:0709,843.5,43.33,25.74,7.38,0.0
20070924:0809,971.34,50.54,27.52,7.24,0.0
20070924:0909,1015.17,53.61,29.02,6.97,0.0
20070924:1009,970.03,51.53,30.15,6.76,0.0
20070924:1109,871.29,45.0,30.9,6.55,0.0
20070924:1209,649.34,35.66,31.19,6.48,0.0
20070924:1309,455.02,24.76,31.0,6.55,0.0
20070924:1409,214.35,13.05,30.32,6.55,0.0
20070924:1509,0.0,0.0,29.09,5.93,0.0
20070924:1609,0.0,0.0,27.55,5.93,0.0
20070924:1709,0.0,0.0,26.13,6.21,0.0
20070924:1809,0.0,0.0,24.8,6.07,0.0
20070924:1909,0.0,0.0,23.75,5.59,0.0
20070924:2009,0.0,0.0,22.77,5.45,0.0
20070924:2109,0.0,0.0,21.96,5.38,0.0
20070924:2209,0.0,0.0,21.31,5.31,0.0
20070924:2309,0.0,0.0,20.74,5.1,0.0
20070925:0009,0.0,0.0,20.23,4.97,0.0
20070925:0109,0.0,0.0,19.81,4.76,0.0
20070925:0209,0.0,0.0,19.36,4.55,0.0
20070925:0309,0.0,0.0,19.0,4.34,0.0
20070925:0409,155.03,10.51,18.95,4.14,0.0
20070925:0509,417.62,22.3,20.28,4.69,0.0
20070925:0609,657.59,33.38,22.19,5.38,0.0
20070925:0709,854.73,43.06,24.87,5.72,0.0
20070925:0809,991.44,50.21,26.67,5.66,0.0
20070925:0909,1035.46,53.23,28.19,5.38,0.0
20070925:1009,988.02,51.13,29.39,5.1,0.0
20070925:1109,881.3,44.63,30.19,4.97,0.0
20070925:1209,626.71,35.31,30.59,4.83,0.0
20070925:1309,465.18,24.43,30.62,4.76,0.0
20070925:1409,205.78,12.74,30.29,4.62,0.0
20070925:1509,0.0,0.0,29.47,3.93,0.0
20070925:1609,0.0,0.0,28.16,3.24,0.0
20070925:1709,0.0,0.0,27.06,3.24,0.0
20070925:1809,0.0,0.0,25.98,3.59,0.0
20070925:1909,0.0,0.0,25.06,4.0,0.0
20070925:2009,0.0,0.0,24.03,4.0,0.0
20070925:2109,0.0,0.0,23.05,3.72,0.0
20070925:2209,0.0,0.0,22.14,3.59,0.0
20070925:2309,0.0,0.0,21.29,3.52,0.0
20070926:0009,0.0,0.0,20.55,3.59,0.0
20070926:0109,0.0,0.0,19.88,3.38,0.0
20070926:0209,0.0,0.0,19.29,3.24,0.0
20070926:0309,0.0,0.0,18.68,3.1,0.0
20070926:0409,141.24,10.35,18.59,3.03,0.0
20070926:0509,420.18,22.12,20.31,3.45,0.0
20070926:0609,662.37,33.16,22.63,3.79,0.0
20070926:0709,859.92,42.79,25.36,3.86,0.0
20070926:0809,983.19,49.87,27.7,3.72,0.0
20070926:0909,1013.2,52.84,29.55,3.59,0.0
20070926:1009,958.84,50.73,30.76,3.52,0.0
20070926:1109,832.73,44.25,31.46,3.59,0.0
20070926:1209,583.92,34.97,31.78,3.52,0.0
20070926:1309,419.08,24.11,31.72,3.52,0.0
20070926:1409,193.26,12.43,31.31,3.24,0.0
20070926:1509,0.0,0.0,30.3,2.48,0.0
20070926:1609,0.0,0.0,28.73,2.55,0.0
20070926:1709,0.0,0.0,27.27,2.76,0.0
20070926:1809,0.0,0.0,25.92,2.9,0.0
20070926:1909,0.0,0.0,24.41,3.1,0.0
20070926:2009,0.0,0.0,23.37,3.17,0.0
20070926:2109,0.0,0.0,22.52,3.17,0.0
20070926:2209,0.0,0.0,21.79,3.24,0.0
20070926:2309,0.0,0.0,21.15,3.1,0.0
20070927:0009,0.0,0.0,20.57,2.9,0.0
20070927:0109,0.0,0.0,19.91,2.62,0.0
20070927:0209,0.0,0.0,19.19,2.34,0.0
20070927:0309,0.0,0.0,18.42,2.21,0.0
20070927:0409,154.89,10.19,18.06,2.07,0.0
20070927:0509,423.03,21.94,20.61,1.86,0.0
20070927:0609,661.19,32.94,24.04,2.21,0.0
20070927:0709,852.74,42.52,27.51,2.41,0.0
20070927:0809,976.07,49.54,30.22,2.55,0.0
20070927:0909,1018.65,52.45,31.83,2.28,0.0
20070927:1009,970.77,50.33,32.8,2.34,0.0
20070927:1109,845.11,43.88,33.5,2.69,0.0
20070927:1209,551.46,34.62,33.87,2.9,0.0
20070927:1309,418.91,23.79,33.86,3.1,0.0
20070927:1409,192.61,12.13,33.46,3.1,0.0
20070927:1509,0.0,0.0,32.2,2.55,0.0
20070927:1609,0.0,0.0,30.28,2.83,0.0
20070927:1709,0.0,0.0,28.66,3.03,0.0
20070927:1809,0.0,0.0,27.29,3.03,0.0
20070927:1909,0.0,0.0,25.63,3.03,0.0
20070927:2009,0.0,0.0,24.42,2.97,0.0
20070927:2109,0.0,0.0,23.34,2.83,0.0
20070927:2209,0.0,0.0,22.27,2.76,0.0
20070927:2309,0.0,0.0,21.33,2.69,0.0
20070928:0009,0.0,0.0,20.52,2.62,0.0
20070928:0109,0.0,0.0,19.7,2.34,0.0
20070928:0209,0.0,0.0,18.84,2.14,0.0
20070928:0309,0.0,0.0,18.15,2.14,0.0
20070928:0409,134.86,10.02,18.06,2.28,0.0
20070928:0509,403.69,21.75,20.84,2.0,0.0
20070928:0609,646.53,32.72,25.09,2.41,0.0
20070928:0709,846.71,42.25,28.77,2.76,0.0
20070928:0809,961.04,49.2,31.72,3.31,0.0
20070928:0909,1016.53,52.07,33.67,4.34,0.0
20070928:1009,976.15,49.93,34.92,4.9,0.0
20070928:1109,832.77,43.5,35.54,5.38,0.0
20070928:1209,592.21,34.28,35.72,5.52,0.0
20070928:1309,434.35,23.47,35.49,5.38,0.0
20070928:1409,192.45,11.82,34.88,4.83,0.0
20070928:1509,0.0,0.0,33.18,3.31,0.0
20070928:1609,0.0,0.0,31.02,3.17,0.0
20070928:1709,0.0,0.0,29.38,3.38,0.0
20070928:1809,0.0,0.0,28.1,3.86,0.0
20070928:1909,0.0,0.0,26.59,4.14,0.0
20070928:2009,0.0,0.0,25.61,4.41,0.0
20070928:2109,0.0,0.0,24.54,4.28,0.0
20070928:2209,0.0,0.0,23.51,4.34,0.0
20070928:2309,0.0,0.0,22.67,4.48,0.0
20070929:0009,0.0,0.0,21.94,4.48,0.0
20070929:0109,0.0,0.0,21.27,4.41,0.0
20070929:0209,0.0,0.0,20.64,4.28,0.0
20070929:0309,0.0,0.0,20.07,4.14,0.0
20070929:0409,147.34,9.85,19.91,4.07,0.0
20070929:0509,422.19,21.56,21.64,4.14,0.0
20070929:0609,669.52,32.5,24.21,4.76,0.0
20070929:0709,845.55,41.98,27.05,4.69,0.0
20070929:0809,966.57,48.87,29.64,4.55,0.0
20070929:0909,1015.58,51.68,31.9,4.34,0.0
20070929:1009,959.54,49.54,33.62,4.28,0.0
20070929:1109,818.3,43.13,34.82,4.21,0.0
20070929:1209,535.35,33.93,35.42,4.14,0.0
20070929:1309,412.07,23.15,35.42,4.0,0.0
20070929:1409,184.69,11.52,34.92,3.79,0.0
20070929:1509,0.0,0.0,33.05,3.31,0.0
20070929:1609,0.0,0.0,30.81,3.79,0.0
20070929:1709,0.0,0.0,29.33,4.0,0.0
20070929:1809,0.0,0.0,28.07,4.28,0.0
20070929:1909,0.0,0.0,26.78,4.69,0.0
20070929:2009,0.0,0.0,25.42,4.41,0.0
20070929:2109,0.0,0.0,24.17,4.21,0.0
20070929:2209,0.0,0.0,23.06,4.28,0.0
20070929:2309,0.0,0.0,22.2,4.28,0.0
20070930:0009,0.0,0.0,21.4,4.0,0.0
20070930:0109,0.0,0.0,20.68,4.0,0.0
20070930:0209,0.0,0.0,20.08,3.86,0.0
20070930:0309,0.0,0.0,19.5,3.66,0.0
20070930:0409,148.5,9.68,19.34,3.45,0.0
20070930:0509,418.27,21.38,20.95,2.9,0.0
20070930:0609,654.83,32.28,23.24,2.69,0.0
20070930:0709,844.54,41.7,25.91,2.48,0.0
20070930:0809,958.85,48.53,28.36,2.14,0.0
20070930:0909,1006.82,51.29,30.49,1.93,0.0
20070930:1009,950.52,49.14,32.26,2.0,0.0
20070930:1109,837.44,42.75,33.5,2.28,0.0
20070930:1209,551.71,33.59,34.07,2.48,0.0
20070930:1309,417.91,22.83,34.05,2.48,0.0
20070930:1409,189.7,11.22,33.62,2.28,0.0
20070930:1509,0.0,0.0,32.49,1.86,0.0
20070930:1609,0.0,0.0,30.94,1.66,0.0
20070930:1709,0.0,0.0,28.83,1.45,0.0
20070930:1809,0.0,0.0,27.13,1.45,0.0
20070930:1909,0.0,0.0,26.49,1.17,0.0
20070930:2009,0.0,0.0,25.72,1.1,0.0
20070930:2109,0.0,0.0,24.32,1.17,0.0
20070930:2209,0.0,0.0,22.61,1.31,0.0
20070930:2309,0.0,0.0,21.56,1.31,0.0
20071001:0009,0.0,0.0,19.86,1.52,0.0
20071001:0109,0.0,0.0,18.94,1.52,0.0
20071001:0209,0.0,0.0,19.48,0.97,0.0
20071001:0309,0.0,0.0,19.77,0.76,0.0
20071001:0409,33.85,9.51,18.05,1.31,0.0
20071001:0509,190.41,21.19,20.05,1.03,0.0
20071001:0609,362.81,32.05,23.77,0.83,0.0
20071001:0709,831.19,41.43,27.54,1.24,0.0
20071001:0809,824.15,48.19,30.22,1.24,0.0
20071001:0909,961.69,50.9,32.38,1.24,0.0
20071001:1009,976.87,48.75,33.97,1.24,0.0
20071001:1109,871.02,42.38,34.74,1.24,0.0
20071001:1209,652.92,33.25,34.94,1.17,0.0
20071001:1309,426.53,22.51,34.73,0.62,0.0
20071001:1409,183.77,10.91,34.29,0.41,0.0
20071001:1509,0.0,0.0,33.67,1.38,0.0
20071001:1609,0.0,0.0,32.16,1.79,0.0
20071001:1709,0.0,0.0,30.31,1.93,0.0
20071001:1809,0.0,0.0,28.4,1.86,0.0
20071001:1909,0.0,0.0,28.04,0.83,0.0
20071001:2009,0.0,0.0,25.14,1.66,0.0
20071001:2109,0.0,0.0,23.72,2.07,0.0
20071001:2209,0.0,0.0,22.76,2.0,0.0
20071001:2309,0.0,0.0,22.04,1.72,0.0
20071002:0009,0.0,0.0,21.05,2.0,0.0
20071002:0109,0.0,0.0,20.32,2.55,0.0
20071002:0209,0.0,0.0,19.28,2.14,0.0
20071002:0309,0.0,0.0,19.58,1.17,0.0
20071002:0409,76.76,9.34,20.39,0.21,0.0
20071002:0509,308.53,20.99,21.36,0.41,0.0
20071002:0609,562.98,31.82,24.74,0.97,0.0
20071002:0709,792.92,41.15,28.0,0.48,0.0
20071002:0809,943.24,47.85,31.01,0.97,0.0
20071002:0909,996.77,50.52,33.31,1.66,0.0
20071002:1009,981.24,48.35,34.82,2.28,0.0
20071002:1109,729.81,42.01,35.25,2.0,0.0
20071002:1209,540.28,32.91,35.43,1.45,0.0
20071002:1309,446.7,22.2,35.24,0.97,0.0
20071002:1409,136.02,10.61,34.85,0.83,0.0
20071002:1509,0.0,0.0,33.98,1.03,0.0
20071002:1609,0.0,0.0,32.14,1.52,0.0
20071002:1709,0.0,0.0,30.07,2.14,0.0
20071002:1809,0.0,0.0,28.19,2.41,0.0
20071002:1909,0.0,0.0,26.71,2.21,0.0
20071002:2009,0.0,0.0,25.43,2.41,0.0
20071002:2109,0.0,0.0,24.32,2.55,0.0
20071002:2209,0.0,0.0,22.99,2.21,0.0
20071002:2309,0.0,0.0,21.83,1.66,0.0
20071003:0009,0.0,0.0,22.03,1.1,0.0
20071003:0109,0.0,0.0,21.11,1.17,0.0
20071003:0209,0.0,0.0,19.96,1.31,0.0
20071003:0309,0.0,0.0,18.76,1.52,0.0
20071003:0409,9.4,9.17,17.92,1.72,0.0
20071003:0509,140.1,20.8,20.36,1.31,0.0
20071003:0609,557.01,31.59,25.04,1.45,0.0
20071003:0709,792.37,40.87,29.88,2.07,0.0
20071003:0809,933.96,47.51,32.94,2.55,0.0
20071003:0909,1022.24,50.13,34.9,3.03,0.0
20071003:1009,985.49,47.96,35.6,2.62,0.0
20071003:1109,883.01,41.64,35.91,2.21,0.0
20071003:1209,676.77,32.57,35.99,1.93,0.0
20071003:1309,440.01,21.88,35.69,1.93,0.0
20071003:1409,171.79,10.31,35.25,2.0,0.0
20071003:1509,0.0,0.0,33.96,2.07,0.0
20071003:1609,0.0,0.0,32.1,2.28,0.0
20071003:1709,0.0,0.0,30.15,2.41,0.0
20071003:1809,0.0,0.0,28.38,2.55,0.0
20071003:1909,0.0,0.0,26.7,2.97,0.0
20071003:2009,0.0,0.0,25.37,3.1,0.0
20071003:2109,0.0,0.0,24.4,3.03,0.0
20071003:2209,0.0,0.0,23.48,2.83,0.0
20071003:2309,0.0,0.0,22.64,2.55,0.0
20071004:0009,0.0,0.0,21.76,2.34,0.0
20071004:0109,0.0,0.0,20.85,2.14,0.0
20071004:0209,0.0,0.0,19.9,1.72,0.0
20071004:0309,0.0,0.0,20.53,0.9,0.0
20071004:0409,88.38,9.0,20.7,0.48,0.0
20071004:0509,332.25,20.6,21.57,0.41,0.0
20071004:0609,393.99,31.36,24.79,0.34,0.0
20071004:0709,803.09,40.58,28.67,0.28,0.0
20071004:0809,919.03,47.17,31.09,0.62,0.0
20071004:0909,550.09,49.75,33.24,1.38,0.0
20071004:1009,975.47,47.57,34.98,2.21,0.0
20071004:1109,826.55,41.27,36.09,3.1,0.0
20071004:1209,615.66,32.23,36.5,4.41,0.0
20071004:1309,409.14,21.57,36.21,5.52,0.0
20071004:1409,156.58,10.02,35.47,5.52,0.0
20071004:1509,0.0,0.0,33.77,4.69,0.0
20071004:1609,0.0,0.0,32.42,4.9,0.0
20071004:1709,0.0,0.0,31.24,5.52,0.0
20071004:1809,0.0,0.0,30.03,5.24,0.0
20071004:1909,0.0,0.0,27.86,4.28,0.0
20071004:2009,0.0,0.0,26.35,4.0,0.0
20071004:2109,0.0,0.0,25.03,4.14,0.0
