time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20060811:1006,125.3,0,171,0,74.75,21.89,1.66,0
20060811:1106,99.55,0,140,0,66.9,22.66,1.93,0
20060811:1206,104.35,0,146,0,54.32,23,2.21,0
20060811:1306,122.48,0,168,0,40.5,23.01,2.62,0
20060811:1406,78.51,0,114,0,26.26,22.61,2.62,0
20060811:1506,52.09,0,81,0,11.86,22.2,2.34,0
20060811:1606,0,0,0,0,0,21.49,2.55,0
20060811:1706,0,0,0,0,0,20.73,3.03,0
20060811:1806,0,0,0,0,0,20.42,2.97,0
20060811:1906,0,0,0,0,0,19.87,2.41,0
20060811:2006,0,0,0,0,0,19.46,2.34,0
20060811:2106,0,0,0,0,0,18.93,2.21,0
20060811:2206,0,0,0,0,0,18.37,2,0
20060811:2306,0,0,0,0,0,18,1.86,0
20060812:0006,0,0,0,0,0,17.63,2,0
20060812:0106,0,0,0,0,0,17.66,2.07,0
20060812:0206,0,0,0,0,0,17.75,1.72,0
20060812:0306,0,0,0,0,0,17.83,0.55,0
20060812:0406,1.8,0,10,0,2.82,17.1,1.45,0
20060812:0506,79.28,0,113,0,17.29,18.3,1.86,0
20060812:0606,174.53,0,229,0,31.68,20.02,1.79,0
20060812:0706,96,0,135,0,45.83,21.65,2.14,0
20060812:0806,248.03,0,322,0,59.4,22.48,2.14,0
20060812:0906,299.09,0,388,0,71.01,23.13,1.93,0
20060812:1006,347.51,0,452,0,75.04,23.89,2,0
20060812:1106,114.48,0,159,0,67.05,24.09,2.62,0
20060812:1206,103.85,0,146,0,54.39,24.4,3.24,0
20060812:1306,145.31,0,196,0,40.53,23.65,3.45,0
20060812:1406,141.44,0,191,0,26.26,23.21,3.24,0
20060812:1506,49.6,0,78,0,11.83,22.83,3.1,0
20060812:1606,0,0,0,0,0,22.15,3.59,0
20060812:1706,0,0,0,0,0,21.63,2.62,0
20060812:1806,0,0,0,0,0,21.09,2.62,0
20060812:1906,0,0,0,0,0,20.49,2.62,0
20060812:2006,0,0,0,0,0,20.09,2.62,0
20060812:2106,0,0,0,0,0,19.72,2.55,0
20060812:2206,0,0,0,0,0,19.25,2.14,0
20060812:2306,0,0,0,0,0,18.39,1.66,0
20060813:0006,0,0,0,0,0,17.92,1.66,0
20060813:0106,0,0,0,0,0,17.54,1.45,0
20060813:0206,0,0,0,0,0,17.72,0.97,0
20060813:0306,0,0,0,0,0,18.38,0.55,0
20060813:0406,3.31,0,13,0,2.87,18.54,0.69,0
20060813:0506,52.93,0,81,0,17.36,18.68,1.03,0
20060813:0606,158.32,0,211,0,31.77,21.53,1.52,0
20060813:0706,231.17,0,299,0,45.96,21.91,3.17,0
20060813:0806,252.98,0,327,0,59.57,22.62,3.1,0
20060813:0906,195.6,0,257,0,71.27,23.01,2.97,0
20060813:1006,178.18,0,236,0,75.33,23.66,3.59,0
20060813:1106,114.91,0,159,0,67.21,23.94,4.21,0
20060813:1206,110.73,0,154,0,54.46,24.15,4.41,0
20060813:1306,105.02,0,147,0,40.55,24.11,4.48,0
20060813:1406,92.93,0,132,0,26.26,23.65,4.21,0
20060813:1506,49.55,0,78,0,11.81,23.16,3.72,0
20060813:1606,0,0,0,0,0,22.15,3.52,0
20060813:1706,0,0,0,0,0,21.42,3.24,0
20060813:1806,0,0,0,0,0,20.95,2.9,0
20060813:1906,0,0,0,0,0,20.38,2.21,0
20060813:2006,0,0,0,0,0,19.5,1.72,0
20060813:2106,0,0,0,0,0,20.05,1.17,0
20060813:2206,0,0,0,0,0,21,0.83,0
20060813:2306,0,0,0,0,0,20.93,0.48,0
20060814:0006,0,0,0,0,0,20.46,0.48,0
20060814:0106,0,0,0,0,0,19.99,0.83,0
20060814:0206,0,0,0,0,0,19.53,0.62,0
20060814:0306,0,0,0,0,0,19.03,0.34,0
20060814:0406,3.31,0,13,0,2.91,18.6,0.62,0
20060814:0506,61.91,0,92,0,17.43,18.39,1.1,0
20060814:0606,87.04,0,124,0,31.86,21.65,2.48,0
20060814:0706,223.33,0,291,0,46.08,22.05,1.93,0
20060814:0806,315.28,0,410,0,59.74,23.03,1.45,0
20060814:0906,65,0,98,0,71.53,23.88,1.24,0
20060814:1006,115.58,0,161,0,75.62,24.58,1.79,0
20060814:1106,114.86,0,160,0,67.36,24.87,2.69,0
20060814:1206,110.18,0,154,0,54.53,24.85,3.52,0
20060814:1306,105.48,0,148,0,40.57,24.61,3.86,0
20060814:1406,92.8,0,132,0,26.25,23.86,3.93,0
20060814:1506,49.61,0,78,0,11.78,22.99,4.21,0
20060814:1606,0,0,0,0,0,21.97,3.24,0
20060814:1706,0,0,0,0,0,21.32,2.76,0
20060814:1806,0,0,0,0,0,20.63,2.55,0
20060814:1906,0,0,0,0,0,19.57,1.59,0
20060814:2006,0,0,0,0,0,18.27,2.07,0
20060814:2106,0,0,0,0,0,17.52,1.93,0
20060814:2206,0,0,0,0,0,17.11,2,0
20060814:2306,0,0,0,0,0,16.87,2.41,0
20060815:0006,0,0,0,0,0,16.98,2.55,0
20060815:0106,0,0,0,0,0,17.04,2.48,0
20060815:0206,0,0,0,0,0,17.05,2.55,0
20060815:0306,0,0,0,0,0,17.02,2.55,0
20060815:0406,4.46,0,15,0,2.96,16.97,2.62,0
20060815:0506,61.33,0,91,0,17.5,18.01,2.28,0
20060815:0606,85.2,0,121,0,31.95,20.19,2.48,0
20060815:0706,95.91,0,135,0,46.2,22.05,2.69,0
20060815:0806,120.38,0,166,0,59.92,23.46,2,0
20060815:0906,73.57,0,109,0,71.79,24.3,0.9,0
20060815:1006,116.23,0,162,0,75.91,24.7,1.52,0
20060815:1106,114.09,0,159,0,67.5,24.67,2.41,0
20060815:1206,110.16,0,154,0,54.59,24.62,2.83,0
20060815:1306,114.44,0,159,0,40.59,24.25,2.83,0
20060815:1406,134.3,0,183,0,26.24,23.81,2.76,0
20060815:1506,51.81,0,81,0,11.74,23.33,2.55,0
20060815:1606,0,0,0,0,0,22.3,2.76,0
20060815:1706,0,0,0,0,0,21.88,2.62,0
20060815:1806,0,0,0,0,0,21.4,2.55,0
20060815:1906,0,0,0,0,0,20.85,1.93,0
20060815:2006,0,0,0,0,0,20.08,2.07,0
20060815:2106,0,0,0,0,0,19.46,2,0
20060815:2206,0,0,0,0,0,18.8,1.86,0
20060815:2306,0,0,0,0,0,18.71,2.14,0
20060816:0006,0,0,0,0,0,18.66,2.41,0
20060816:0106,0,0,0,0,0,18.65,2.48,0
20060816:0206,0,0,0,0,0,18.8,2.55,0
20060816:0306,0,0,0,0,0,18.69,2.55,0
20060816:0406,3.31,0,13,0,3.02,18.51,2.07,0
20060816:0506,67.41,0,99,0,17.57,19.01,1.1,0
20060816:0606,94.14,0,133,0,32.05,21.35,0.69,0
20060816:0706,105.56,0,148,0,46.33,22.83,0.55,0
20060816:0806,111.96,0,157,0,60.09,24.1,0.14,0
20060816:0906,73.41,0,109,0,72.06,24.9,1.24,0
20060816:1006,132.33,0,182,0,76.2,24.88,1.59,0
20060816:1106,164.36,0,222,0,67.64,25.39,1.79,0
20060816:1206,225.75,0,298,0,54.65,25.28,2.28,0
20060816:1306,109.53,0,153,0,40.61,23.85,1.93,0
20060816:1406,93.93,0,134,0,26.23,23.67,0.9,0
20060816:1506,44.59,0,72,0,11.71,23.4,0.34,0
20060816:1606,0,0,0,0,0,22.53,1.03,0
20060816:1706,0,0,0,0,0,21.24,1.38,0
20060816:1806,0,0,0,0,0,22.04,0.41,0
20060816:1906,0,0,0,0,0,20.65,1.1,0
20060816:2006,0,0,0,0,0,19.24,1.52,0
20060816:2106,0,0,0,0,0,18.45,2.07,0
20060816:2206,0,0,0,0,0,18.6,2.48,0
20060816:2306,0,0,0,0,0,18.96,2.76,0
20060817:0006,0,0,0,0,0,19.08,2.9,0
20060817:0106,0,0,0,0,0,19.03,3.1,0
20060817:0206,0,0,0,0,0,18.9,3.17,0
20060817:0306,0,0,0,0,0,18.77,3.03,0
20060817:0406,4.43,0,15,0,3.07,18.34,2.83,0
20060817:0506,77.41,0,111,0,17.64,19.09,2.55,0
20060817:0606,107.16,0,148,0,32.15,20.99,2.69,0
20060817:0706,116.12,0,160,0,46.46,22.26,1.86,0
20060817:0806,119.93,0,166,0,60.27,23.29,0.62,0
20060817:0906,327.25,0,431,0,72.32,24.06,0.62,0
20060817:1006,363.43,0,476,0,76.5,24.62,1.66,0
20060817:1106,202.29,0,268,0,67.78,24.82,2.34,0
20060817:1206,192.93,0,256,0,54.7,24.81,2.76,0
20060817:1306,210.69,0,277,0,40.62,24.18,2.97,0
20060817:1406,71.64,0,106,0,26.21,23.45,1.93,0
20060817:1506,41.64,0,68,0,11.67,23.21,2.07,0
20060817:1606,0,0,0,0,0,22.46,1.45,0
20060817:1706,0,0,0,0,0,21.25,1.31,0
20060817:1806,0,0,0,0,0,21.52,0.41,0
20060817:1906,0,0,0,0,0,20.66,0.97,0
20060817:2006,0,0,0,0,0,19.01,1.38,0
20060817:2106,0,0,0,0,0,17.97,1.79,0
20060817:2206,0,0,0,0,0,18.25,2.28,0
20060817:2306,0,0,0,0,0,18.42,2.34,0
20060818:0006,0,0,0,0,0,18.52,2.34,0
20060818:0106,0,0,0,0,0,18.51,2.28,0
20060818:0206,0,0,0,0,0,18.52,2.07,0
20060818:0306,0,0,0,0,0,18.44,1.79,0
20060818:0406,2.8,0,12,0,3.13,17.78,1.31,0
20060818:0506,78.01,0,112,0,17.72,19.13,1.17,0
20060818:0606,104.51,0,145,0,32.24,20.84,1.66,0
20060818:0706,111.17,0,154,0,46.59,21.54,0.62,0
20060818:0806,126.92,0,174,0,60.45,22.64,0.83,0
20060818:0906,290.18,0,377,0,72.59,23.43,2,0
20060818:1006,231.2,0,301,0,76.8,23.22,3.03,0
20060818:1106,180.9,0,239,0,67.92,23.36,3.59,0
20060818:1206,117.94,0,162,0,54.76,22.67,3.38,0
20060818:1306,127.69,0,174,0,40.63,22.59,2.69,0
20060818:1406,63.93,0,96,0,26.19,22.78,2.83,0
20060818:1506,48.83,0,77,0,11.63,22.56,2.21,0
20060818:1606,0,0,0,0,0,21.95,2,0
20060818:1706,0,0,0,0,0,21.26,2.21,0
20060818:1806,0,0,0,0,0,20.53,2.34,0
20060818:1906,0,0,0,0,0,19.96,2.21,0
20060818:2006,0,0,0,0,0,19.27,2.07,0
20060818:2106,0,0,0,0,0,18.81,2.41,0
20060818:2206,0,0,0,0,0,18.61,2.62,0
20060818:2306,0,0,0,0,0,18.44,2.69,0
20060819:0006,0,0,0,0,0,18.28,2.55,0
20060819:0106,0,0,0,0,0,18.09,2.55,0
20060819:0206,0,0,0,0,0,17.88,2.48,0
20060819:0306,0,0,0,0,0,17.67,2.14,0
20060819:0406,3.89,0,14,0,3.19,17.45,1.72,0
20060819:0506,70.12,0,102,0,17.8,18.23,1.03,0
20060819:0606,95.39,0,134,0,32.35,20.29,0.48,0
20060819:0706,175.09,0,233,0,46.72,22.44,0.97,0
20060819:0806,208.51,0,275,0,60.63,23.54,1.59,0
20060819:0906,263.19,0,343,0,72.87,24.03,2.41,0
20060819:1006,327.2,0,423,0,77.1,24.19,3.24,0
20060819:1106,258.73,0,335,0,68.05,23.62,3.66,0
20060819:1206,263.68,0,341,0,54.8,23.52,3.66,0
20060819:1306,215.67,0,282,0,40.64,23.49,3.24,0
20060819:1406,114.23,0,158,0,26.17,23.56,3.79,0
20060819:1506,49.59,0,78,0,11.58,22.89,3.1,0
20060819:1606,0,0,0,0,0,22.1,3.1,0
20060819:1706,0,0,0,0,0,21.48,2.9,0
20060819:1806,0,0,0,0,0,21.14,2.28,0
20060819:1906,0,0,0,0,0,20.57,2.07,0
20060819:2006,0,0,0,0,0,19.73,1.45,0
20060819:2106,0,0,0,0,0,20.24,0.9,0
20060819:2206,0,0,0,0,0,18.34,1.38,0
20060819:2306,0,0,0,0,0,17.48,1.59,0
20060820:0006,0,0,0,0,0,17.55,1.79,0
20060820:0106,0,0,0,0,0,18.07,2.07,0
20060820:0206,0,0,0,0,0,18.41,2.14,0
20060820:0306,0,0,0,0,0,18.41,2.21,0
20060820:0406,5.01,0,16,0,3.25,18.19,2.41,0
20060820:0506,65.23,0,96,0,17.88,18.7,2.55,0
20060820:0606,108.54,0,149,0,32.45,19.83,2.41,0
20060820:0706,133.08,0,180,0,46.85,21.71,2.34,0
20060820:0806,140.73,0,191,0,60.81,23.17,1.45,0
20060820:0906,182.41,0,244,0,73.14,24.03,0.83,0
20060820:1006,371.32,0,488,0,77.4,24.3,1.17,0
20060820:1106,331.04,0,433,0,68.18,24.43,1.59,0
20060820:1206,303.63,0,396,0,54.85,24.55,2.14,0
20060820:1306,236.47,0,310,0,40.64,24.65,2.69,0
20060820:1406,94.11,0,134,0,26.14,24.21,2.9,0
20060820:1506,49.39,0,78,0,11.54,23.55,2.62,0
20060820:1606,0,0,0,0,0,22.59,2.9,0
20060820:1706,0,0,0,0,0,22.07,2.62,0
20060820:1806,0,0,0,0,0,21.5,2,0
20060820:1906,0,0,0,0,0,20.6,1.93,0
20060820:2006,0,0,0,0,0,19.76,1.86,0
20060820:2106,0,0,0,0,0,19.22,2.21,0
20060820:2206,0,0,0,0,0,18.87,2.48,0
20060820:2306,0,0,0,0,0,18.6,2.55,0
20060821:0006,0,0,0,0,0,18.47,2.62,0
20060821:0106,0,0,0,0,0,18.26,2.83,0
20060821:0206,0,0,0,0,0,17.92,2.83,0
20060821:0306,0,0,0,0,0,17.71,2.69,0
20060821:0406,3.34,0,13,0,3.31,17.49,2.41,0
20060821:0506,72.69,0,105,0,17.96,18.21,1.72,0
20060821:0606,98.84,0,138,0,32.55,20.39,1.17,0
20060821:0706,117.79,0,162,0,46.99,22.02,1.52,0
20060821:0806,232.87,0,307,0,60.99,23.34,0.62,0
20060821:0906,146.29,0,199,0,73.42,24.32,1.24,0
20060821:1006,125.37,0,173,0,77.7,24.69,2.14,0
20060821:1106,114.97,0,160,0,68.31,24.74,2.83,0
20060821:1206,123.33,0,170,0,54.89,24.45,2.97,0
20060821:1306,118.49,0,164,0,40.64,24.21,2.62,0
20060821:1406,110.54,0,154,0,26.12,23.86,2.69,0
20060821:1506,47.91,0,76,0,11.49,23.25,2.76,0
20060821:1606,0,0,0,0,0,22.32,2.28,0
20060821:1706,0,0,0,0,0,21.44,1.72,0
20060821:1806,0,0,0,0,0,20.44,1.38,0
20060821:1906,0,0,0,0,0,21.09,0.83,0
20060821:2006,0,0,0,0,0,20.61,0.9,0
20060821:2106,0,0,0,0,0,20.44,0.9,0
20060821:2206,0,0,0,0,0,17.08,2.07,0
20060821:2306,0,0,0,0,0,17.71,2.34,0
20060822:0006,0,0,0,0,0,18.36,2.34,0
20060822:0106,0,0,0,0,0,18.63,2.21,0
20060822:0206,0,0,0,0,0,18.46,2.07,0
20060822:0306,0,0,0,0,0,18.42,2.07,0
20060822:0406,4.42,0,15,0,3.38,18.33,1.66,0
20060822:0506,64.93,0,96,0,18.05,18.98,0.76,0
20060822:0606,188.94,0,249,0,32.66,21.37,0.9,0
20060822:0706,228.73,0,300,0,47.12,22.21,0.69,0
20060822:0806,120.77,0,167,0,61.18,23.39,0.83,0
20060822:0906,154.18,0,209,0,73.7,23.98,0.62,0
20060822:1006,267.33,0,351,0,78,24.15,1.17,0
20060822:1106,166.06,0,223,0,68.42,24.45,2,0
20060822:1206,158.86,0,214,0,54.93,24.57,2.34,0
20060822:1306,118.19,0,164,0,40.63,24.71,2.62,0
20060822:1406,93.94,0,134,0,26.09,24.44,2.55,0
20060822:1506,47.76,0,76,0,11.44,23.7,2.14,0
20060822:1606,0,0,0,0,0,22.64,2.28,0
20060822:1706,0,0,0,0,0,21.71,2.21,0
20060822:1806,0,0,0,0,0,20.86,1.79,0
20060822:1906,0,0,0,0,0,20.7,0.97,0
20060822:2006,0,0,0,0,0,19.02,1.86,0
20060822:2106,0,0,0,0,0,18.61,2.34,0
20060822:2206,0,0,0,0,0,18.41,2.48,0
20060822:2306,0,0,0,0,0,18.32,2.55,0
20060823:0006,0,0,0,0,0,18.15,2.55,0
20060823:0106,0,0,0,0,0,18.27,2.48,0
20060823:0206,0,0,0,0,0,17.95,2.48,0
20060823:0306,0,0,0,0,0,17.72,2.28,0
20060823:0406,4.45,0,15,0,3.44,17.51,2.14,0
20060823:0506,79.13,0,113,0,18.13,18.59,1.66,0
20060823:0606,111.82,0,154,0,32.77,20.98,1.59,0
20060823:0706,147.96,0,199,0,47.26,22.57,2,0
20060823:0806,254.87,0,334,0,61.36,23.86,1.45,0
20060823:0906,212.6,0,284,0,73.98,24.61,0.14,0
20060823:1006,217.42,0,289,0,78.31,24.86,0.9,0
20060823:1106,346.22,0,455,0,68.54,25.54,1.72,0
20060823:1206,123.37,0,171,0,54.96,25.46,2.41,0
20060823:1306,109.97,0,154,0,40.63,24.99,2.9,0
20060823:1406,93.94,0,134,0,26.05,24.47,2.62,0
20060823:1506,47.74,0,76,0,11.39,23.79,2.21,0
20060823:1606,0,0,0,0,0,22.78,2.41,0
20060823:1706,0,0,0,0,0,22.02,2.28,0
20060823:1806,0,0,0,0,0,21.28,2.07,0
20060823:1906,0,0,0,0,0,21.12,1.03,0
20060823:2006,0,0,0,0,0,21.99,0.21,0
20060823:2106,0,0,0,0,0,18.73,1.59,0
20060823:2206,0,0,0,0,0,18.5,2.34,0
20060823:2306,0,0,0,0,0,18.6,2.41,0
20060824:0006,0,0,0,0,0,18.73,2.28,0
20060824:0106,0,0,0,0,0,18.57,2,0
20060824:0206,0,0,0,0,0,18.18,1.38,0
20060824:0306,0,0,0,0,0,18.58,0.83,0
20060824:0406,4.4,0,15,0,3.51,19.12,0.76,0
20060824:0506,84.39,0,120,0,18.22,19.23,0.48,0
20060824:0606,129.77,0,177,0,32.88,21.95,0.76,0
20060824:0706,146.9,0,199,0,47.4,23.42,1.17,0
20060824:0806,257.89,0,340,0,61.55,24.52,0.97,0
20060824:0906,208.11,0,277,0,74.26,25.19,1.31,0
20060824:1006,290.51,0,382,0,78.61,25.46,1.66,0
20060824:1106,311.57,0,409,0,68.65,25.36,1.72,0
20060824:1206,163.55,0,221,0,54.99,25.45,1.86,0
20060824:1306,117.78,0,164,0,40.61,25.06,1.93,0
20060824:1406,82.32,0,120,0,26.02,25.02,2.14,0
20060824:1506,46.8,0,75,0,11.33,24.41,1.93,0
20060824:1606,0,0,0,0,0,23.4,2.14,0
20060824:1706,0,0,0,0,0,22.46,2.14,0
20060824:1806,0,0,0,0,0,21.62,1.93,0
20060824:1906,0,0,0,0,0,20.65,1.93,0
20060824:2006,0,0,0,0,0,20.23,2.34,0
20060824:2106,0,0,0,0,0,19.79,2.83,0
20060824:2206,0,0,0,0,0,19.7,2.9,0
20060824:2306,0,0,0,0,0,19.7,3.1,0
20060825:0006,0,0,0,0,0,19.72,3.52,0
20060825:0106,0,0,0,0,0,19.25,3.66,0
20060825:0206,0,0,0,0,0,18.92,3.59,0
20060825:0306,0,0,0,0,0,18.46,3.45,0
20060825:0406,5.01,0,16,0,3.59,18.16,3.45,0
20060825:0506,90.82,0,127,0,18.31,18.91,3.1,0
20060825:0606,168.39,0,221,0,32.99,20.4,3.24,0
20060825:0706,148.43,0,199,0,47.53,21.98,2.07,0
20060825:0806,148.28,0,200,0,61.73,23.12,1.79,0
20060825:0906,148.15,0,201,0,74.54,24.31,1.66,0
20060825:1006,283.52,0,371,0,78.91,24.65,1.86,0
20060825:1106,282.6,0,371,0,68.75,25.4,1.93,0
20060825:1206,305.38,0,402,0,55.01,25.7,1.59,0
20060825:1306,213.31,0,285,0,40.6,25.85,0.97,0
20060825:1406,117.71,0,164,0,25.98,25.18,1.93,0
20060825:1506,48.22,0,77,0,11.27,24.68,1.03,0
20060825:1606,0,0,0,0,0,23.66,2,0
20060825:1706,0,0,0,0,0,22.79,2.34,0
20060825:1806,0,0,0,0,0,22.12,2.9,0
20060825:1906,0,0,0,0,0,21.37,3.24,0
20060825:2006,0,0,0,0,0,20.81,3.38,0
20060825:2106,0,0,0,0,0,20.48,3.72,0
20060825:2206,0,0,0,0,0,20.2,4.14,0
20060825:2306,0,0,0,0,0,19.97,4.55,0
20060826:0006,0,0,0,0,0,19.74,5.17,0
20060826:0106,0,0,0,0,0,19.42,4.9,0
20060826:0206,0,0,0,0,0,19.21,4.76,0
20060826:0306,0,0,0,0,0,18.99,4.69,0
20060826:0406,3.85,0,14,0,3.66,18.91,3.72,0
20060826:0506,93.15,0,130,0,18.4,19.38,3.45,0
20060826:0606,189.09,0,245,0,33.1,19.78,3.59,0
20060826:0706,260.69,0,333,0,47.67,21.23,4.28,0
20060826:0806,338.44,0,431,0,61.91,22.86,5.17,0
20060826:0906,279.51,0,360,0,74.83,23.86,4.69,0
20060826:1006,354.93,0,457,0,79.21,24.57,4.34,0
20060826:1106,285.69,0,371,0,68.85,25.25,4,0
20060826:1206,294.42,0,384,0,55.03,25.73,3.31,0
20060826:1306,67.74,0,102,0,40.58,25.75,2.9,0
20060826:1406,16.24,0,34,0,25.93,25.13,2.76,0
20060826:1506,40.62,0,67,0,11.21,24.43,2.14,0
20060826:1606,0,0,0,0,0,23.39,2.69,0
20060826:1706,0,0,0,0,0,22.29,3.03,0
20060826:1806,0,0,0,0,0,21.69,2.69,0
20060826:1906,0,0,0,0,0,21,2.48,0
20060826:2006,0,0,0,0,0,20.59,2.21,0
20060826:2106,0,0,0,0,0,20.12,2.21,0
20060826:2206,0,0,0,0,0,19.53,2.14,0
20060826:2306,0,0,0,0,0,19.41,2.34,0
20060827:0006,0,0,0,0,0,19.01,2.48,0
20060827:0106,0,0,0,0,0,18.77,2.62,0
20060827:0206,0,0,0,0,0,18.53,2.62,0
20060827:0306,0,0,0,0,0,18.44,2.83,0
20060827:0406,3.32,0,13,0,3.73,18.32,2.83,0
20060827:0506,71.62,0,104,0,18.49,19.25,2.76,0
20060827:0606,93.25,0,131,0,33.21,20.9,3.24,0
20060827:0706,113.91,0,157,0,47.81,22.19,2.62,0
20060827:0806,135.12,0,184,0,62.1,23.34,1.93,0
20060827:0906,287.58,0,377,0,75.11,24.31,1.31,0
20060827:1006,365.33,0,483,0,79.51,25.27,1.03,0
20060827:1106,319.45,0,422,0,68.94,25.51,1.03,0
20060827:1206,305.35,0,403,0,55.05,25.8,1.31,0
20060827:1306,154.42,0,210,0,40.56,25.58,1.59,0
20060827:1406,44.33,0,72,0,25.89,25.01,1.93,0
20060827:1506,40.62,0,67,0,11.15,24.35,1.79,0
20060827:1606,0,0,0,0,0,23.42,1.93,0
20060827:1706,0,0,0,0,0,22.69,1.86,0
20060827:1806,0,0,0,0,0,22.04,2,0
20060827:1906,0,0,0,0,0,21.47,2.07,0
20060827:2006,0,0,0,0,0,21.11,2.21,0
20060827:2106,0,0,0,0,0,20.79,2.07,0
20060827:2206,0,0,0,0,0,20.52,2,0
20060827:2306,0,0,0,0,0,20.34,1.93,0
20060828:0006,0,0,0,0,0,20.02,1.45,0
20060828:0106,0,0,0,0,0,19.64,1.17,0
20060828:0206,0,0,0,0,0,18.79,1.79,0
20060828:0306,0,0,0,0,0,18.34,1.66,0
20060828:0406,6.8,0,19,0,3.81,18.3,1.52,0
20060828:0506,21.01,0,40,0,18.59,19.86,1.17,0
20060828:0606,192.99,0,254,0,33.32,21.36,0.9,0
20060828:0706,245.44,0,319,0,47.95,22.26,1.79,0
20060828:0806,72.54,0,107,0,62.28,23.07,1.59,0
20060828:0906,134.48,0,183,0,75.39,23.44,2.55,0
20060828:1006,207.21,0,271,0,79.81,23.19,3.52,0
20060828:1106,337.02,0,429,0,69.03,21.79,4,0
20060828:1206,243.55,0,315,0,55.06,22.77,3.59,0
20060828:1306,171.21,0,227,0,40.54,23.17,3.59,0
20060828:1406,104.39,0,146,0,25.84,23.32,3.17,0
20060828:1506,39.42,0,65,0,11.08,22.9,2.9,0
20060828:1606,0,0,0,0,0,22.17,2.83,0
20060828:1706,0,0,0,0,0,21.69,2.62,0
20060828:1806,0,0,0,0,0,21.34,2.34,0
20060828:1906,0,0,0,0,0,21.13,2.76,0
20060828:2006,0,0,0,0,0,20.87,2.34,0
20060828:2106,0,0,0,0,0,20.29,1.79,0
20060828:2206,0,0,0,0,0,19.74,1.59,0
20060828:2306,0,0,0,0,0,19.66,1.66,0
20060829:0006,0,0,0,0,0,19.35,2,0
20060829:0106,0,0,0,0,0,19.25,2.34,0
20060829:0206,0,0,0,0,0,18.96,2.14,0
20060829:0306,0,0,0,0,0,18.71,1.66,0
20060829:0406,7.41,0,20,0,3.89,18.42,1.86,0
20060829:0506,56.14,0,85,0,18.68,18.83,1.38,0
20060829:0606,114.22,0,156,0,33.43,19.52,1.38,0
20060829:0706,225.58,0,293,0,48.09,20.29,0.9,0
20060829:0806,331.41,0,429,0,62.47,21.62,1.17,0
20060829:0906,227.09,0,295,0,75.68,21.71,2.07,0
20060829:1006,264.31,0,342,0,80.11,21.85,1.79,0
20060829:1106,285.12,0,371,0,69.11,22.32,1.03,0
20060829:1206,142.94,0,193,0,55.07,22.29,1.38,0
20060829:1306,214.47,0,282,0,40.51,22.83,1.24,0
20060829:1406,49.43,0,78,0,25.79,23.07,1.38,0
20060829:1506,28,0,50,0,11.01,22.69,1.03,0
20060829:1606,0,0,0,0,0,21.96,0.34,0
20060829:1706,0,0,0,0,0,21.73,0.48,0
20060829:1806,0,0,0,0,0,20.01,1.1,0
20060829:1906,0,0,0,0,0,21.09,0.83,0
20060829:2006,0,0,0,0,0,21.02,0.62,0
20060829:2106,0,0,0,0,0,19.4,1.1,0
20060829:2206,0,0,0,0,0,17.84,1.72,0
20060829:2306,0,0,0,0,0,18.34,2.07,0
20060830:0006,0,0,0,0,0,18.4,2.21,0
20060830:0106,0,0,0,0,0,18.4,2.55,0
20060830:0206,0,0,0,0,0,18.43,2.69,0
20060830:0306,0,0,0,0,0,18.12,2.76,0
20060830:0406,8.71,0,22,0,3.97,17.86,2.62,0
20060830:0506,61.91,0,92,0,18.78,18.79,2.28,0
20060830:0606,190.31,0,249,0,33.55,20.71,1.72,0
20060830:0706,103.02,0,144,0,48.23,22.33,2.07,0
20060830:0806,107.13,0,150,0,62.65,23.75,1.86,0
20060830:0906,239.9,0,316,0,75.96,24.75,1.66,0
20060830:1006,283.46,0,374,0,80.4,25.38,1.17,0
20060830:1106,102.49,0,146,0,69.19,25.93,0.97,0
20060830:1206,45.61,0,74,0,55.07,25.96,1.24,0
20060830:1306,39.57,0,66,0,40.48,25.63,1.52,0
20060830:1406,126.58,0,175,0,25.74,25.35,2.14,0
20060830:1506,32.37,0,56,0,10.94,23.66,1.86,0
20060830:1606,0,0,0,0,0,23.03,2.28,0
20060830:1706,0,0,0,0,0,22.58,2.41,0
20060830:1806,0,0,0,0,0,22.04,2.14,0
20060830:1906,0,0,0,0,0,21.23,1.38,0
20060830:2006,0,0,0,0,0,21.61,0.83,0
20060830:2106,0,0,0,0,0,21.87,0.07,0
20060830:2206,0,0,0,0,0,21.44,0.62,0
20060830:2306,0,0,0,0,0,19.09,1.24,0
20060831:0006,0,0,0,0,0,18.31,1.59,0
20060831:0106,0,0,0,0,0,18.25,1.66,0
20060831:0206,0,0,0,0,0,18.2,1.52,0
20060831:0306,0,0,0,0,0,17.96,1.31,0
20060831:0406,8.07,0,21,0,4.05,17.84,1.72,0
20060831:0506,93.34,0,131,0,18.87,20.09,1.66,0
20060831:0606,74.67,0,109,0,33.66,21.74,1.79,0
20060831:0706,226.4,0,296,0,48.37,22.71,1.72,0
20060831:0806,149.59,0,202,0,62.83,23.29,1.45,0
20060831:0906,295.6,0,386,0,76.24,23.78,1.45,0
20060831:1006,292.16,0,380,0,80.69,23.86,2.14,0
20060831:1106,125.27,0,171,0,69.26,22.4,2.48,0
20060831:1206,118.26,0,163,0,55.07,22.34,1.1,0
