time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050412:0706,196.39,0,256,0,48.12,21.51,3.24,0
20050412:0806,291.7,0,375,0,62.59,22.19,2.83,0
20050412:0906,369.18,0,479,0,76.05,23.26,2,0
20050412:1006,114.11,0,159,0,80.82,24.07,1.38,0
20050412:1106,130.01,0,179,0,69.5,24.62,1.45,0
20050412:1206,138.29,0,189,0,55.32,24.67,1.93,0
20050412:1306,240.32,0,315,0,40.7,24.18,2.07,0
20050412:1406,141.38,0,192,0,25.94,23.82,2.07,0
20050412:1506,61.17,0,93,0,11.13,23.5,1.45,0
20050412:1606,0,0,0,0,0,23.02,1.03,0
20050412:1706,0,0,0,0,0,22.15,1.45,0
20050412:1806,0,0,0,0,0,21.51,1.79,0
20050412:1906,0,0,0,0,0,21.34,1.93,0
20050412:2006,0,0,0,0,0,20.96,1.86,0
20050412:2106,0,0,0,0,0,20.6,1.45,0
20050412:2206,0,0,0,0,0,20.17,1.52,0
20050412:2306,0,0,0,0,0,19.84,1.66,0
20050413:0006,0,0,0,0,0,20.46,1.17,0
20050413:0106,0,0,0,0,0,20.69,1.03,0
20050413:0206,0,0,0,0,0,20.17,2.21,0
20050413:0306,0,0,0,0,0,20.42,2.34,0
20050413:0406,0,0,0,0,0,20.59,2.69,0
20050413:0506,26.01,0,47,0,18.67,21.31,2.55,0
20050413:0606,66.49,0,99,0,33.44,22.47,3.31,0
20050413:0706,252.52,0,327,0,48.13,23.38,3.59,0
20050413:0806,258.63,0,336,0,62.55,24,3.24,0
20050413:0906,145.31,0,196,0,75.89,23.65,3.45,0
20050413:1006,276.14,0,357,0,80.47,23.26,3.03,0
20050413:1106,242.14,0,315,0,69.29,23.75,3.31,0
20050413:1206,152.21,0,205,0,55.18,24.08,3.03,0
20050413:1306,90.9,0,130,0,40.59,23.92,2.34,0
20050413:1406,86.87,0,125,0,25.85,23.9,2.41,0
20050413:1506,86.95,0,125,0,11.05,23.67,2.28,0
20050413:1606,0,0,0,0,0,23.11,2.34,0
20050413:1706,0,0,0,0,0,22.55,2.41,0
20050413:1806,0,0,0,0,0,22.29,2.34,0
20050413:1906,0,0,0,0,0,21.91,2.21,0
20050413:2006,0,0,0,0,0,21.65,2.07,0
20050413:2106,0,0,0,0,0,21.25,1.79,0
20050413:2206,0,0,0,0,0,20.69,1.52,0
20050413:2306,0,0,0,0,0,20.48,1.59,0
20050414:0006,0,0,0,0,0,20.46,3.31,0
20050414:0106,0,0,0,0,0,20.49,2.83,0
20050414:0206,0,0,0,0,0,20.51,2.41,0
20050414:0306,0,0,0,0,0,20.63,2.34,0
20050414:0406,0,0,0,0,0,20.67,2.97,0
20050414:0506,61.17,0,92,0,18.72,21.38,2.97,0
20050414:0606,123.44,0,168,0,33.47,21.86,3.66,0
20050414:0706,196.35,0,255,0,48.13,20.46,2.9,0
20050414:0806,320.67,0,410,0,62.51,21.48,2.9,0
20050414:0906,365.16,0,469,0,75.72,22.76,3.1,0
20050414:1006,386.73,0,499,0,80.11,23.32,2.9,0
20050414:1106,326.24,0,423,0,69.08,24.25,2.76,0
20050414:1206,128.9,0,177,0,55.03,24.34,2.28,0
20050414:1306,46.14,0,74,0,40.47,23.95,2.21,0
20050414:1406,101.42,0,143,0,25.76,23.49,1.31,0
20050414:1506,51.65,0,81,0,10.98,23.49,1.03,0
20050414:1606,0,0,0,0,0,22.98,1.24,0
20050414:1706,0,0,0,0,0,22.02,0.9,0
20050414:1806,0,0,0,0,0,22.65,0.14,0
20050414:1906,0,0,0,0,0,20.77,1.52,0
20050414:2006,0,0,0,0,0,20.47,1.52,0
20050414:2106,0,0,0,0,0,20.27,1.45,0
20050414:2206,0,0,0,0,0,20.31,1.31,0
20050414:2306,0,0,0,0,0,20.43,1.1,0
20050415:0006,0,0,0,0,0,20.75,0.69,0
20050415:0106,0,0,0,0,0,20.01,2.41,0
20050415:0206,0,0,0,0,0,19.93,2.07,0
20050415:0306,0,0,0,0,0,19.9,1.1,0
20050415:0406,0,0,0,0,0,19.5,1.52,0
20050415:0506,46.75,0,74,0,18.77,21.25,1.59,0
20050415:0606,110.04,0,153,0,33.5,22.82,1.72,0
20050415:0706,78.85,0,115,0,48.13,23.69,2.28,0
20050415:0806,86.65,0,125,0,62.46,24.43,2.48,0
20050415:0906,167.05,0,224,0,75.54,24.75,2.76,0
20050415:1006,162.84,0,219,0,79.75,25.17,3.17,0
20050415:1106,196.05,0,260,0,68.87,25.44,3.52,0
20050415:1206,79.08,0,116,0,54.89,25.55,3.66,0
20050415:1306,112.36,0,157,0,40.36,25.42,3.79,0
20050415:1406,183.78,0,244,0,25.66,24.78,3.72,0
20050415:1506,60.24,0,92,0,10.9,24.26,2.48,0
20050415:1606,0,0,0,0,0,23.41,2.97,0
20050415:1706,0,0,0,0,0,22.92,2.97,0
20050415:1806,0,0,0,0,0,22.55,3.1,0
20050415:1906,0,0,0,0,0,22.42,2.69,0
20050415:2006,0,0,0,0,0,22.36,2.69,0
20050415:2106,0,0,0,0,0,22.26,2.48,0
20050415:2206,0,0,0,0,0,21.94,2.21,0
20050415:2306,0,0,0,0,0,21.21,1.52,0
20050416:0006,0,0,0,0,0,20.31,2.41,0
20050416:0106,0,0,0,0,0,20.04,4,0
20050416:0206,0,0,0,0,0,19.96,2.62,0
20050416:0306,0,0,0,0,0,19.78,1.03,0
20050416:0406,0,0,0,0,0,19.47,0.97,0
20050416:0506,46.83,0,74,0,18.81,20.92,1.66,0
20050416:0606,96.68,0,136,0,33.52,21.75,1.72,0
20050416:0706,98.69,0,139,0,48.12,22.88,2.21,0
20050416:0806,159.48,0,214,0,62.4,23.82,2.41,0
20050416:0906,194.51,0,257,0,75.35,24.05,2.83,0
20050416:1006,306.09,0,398,0,79.4,25.19,3.24,0
20050416:1106,138.88,0,188,0,68.66,23.18,2.9,0
20050416:1206,117.23,0,162,0,54.74,24.1,3.93,0
20050416:1306,127.71,0,175,0,40.25,24.34,3.79,0
20050416:1406,75.54,0,111,0,25.57,24.19,3.17,0
20050416:1506,25.64,0,47,0,10.83,23.97,2.21,0
20050416:1606,0,0,0,0,0,23.43,2.34,0
20050416:1706,0,0,0,0,0,22.86,2.14,0
20050416:1806,0,0,0,0,0,22.52,2,0
20050416:1906,0,0,0,0,0,21.82,1.59,0
20050416:2006,0,0,0,0,0,21.4,1.17,0
20050416:2106,0,0,0,0,0,21.59,0.97,0
20050416:2206,0,0,0,0,0,21.43,0.83,0
20050416:2306,0,0,0,0,0,20.44,1.17,0
20050417:0006,0,0,0,0,0,20.83,0.21,0
20050417:0106,0,0,0,0,0,19.51,1.31,0
20050417:0206,0,0,0,0,0,20.07,2.62,0
20050417:0306,0,0,0,0,0,20,2.62,0
20050417:0406,0,0,0,0,0,20.02,2.41,0
20050417:0506,23.82,0,44,0,18.85,21,2.34,0
20050417:0606,149.45,0,200,0,33.54,21.97,2.48,0
20050417:0706,128.59,0,175,0,48.11,22.65,3.1,0
20050417:0806,209.57,0,274,0,62.34,22.59,2.55,0
20050417:0906,252.59,0,329,0,75.16,23.46,2.28,0
20050417:1006,333.29,0,432,0,79.05,23.78,2.41,0
20050417:1106,312.03,0,403,0,68.45,23.79,3.17,0
20050417:1206,50.86,0,80,0,54.6,24.03,2.9,0
20050417:1306,90.18,0,129,0,40.14,23.86,2.69,0
20050417:1406,157.52,0,212,0,25.48,24.02,2.07,0
20050417:1506,54.9,0,85,0,10.76,23.47,2.14,0
20050417:1606,0,0,0,0,0,23.03,2.28,0
20050417:1706,0,0,0,0,0,22.52,2.34,0
20050417:1806,0,0,0,0,0,22.23,1.93,0
20050417:1906,0,0,0,0,0,21.55,1.79,0
20050417:2006,0,0,0,0,0,21.11,1.79,0
20050417:2106,0,0,0,0,0,20.64,1.66,0
20050417:2206,0,0,0,0,0,20.33,1.66,0
20050417:2306,0,0,0,0,0,20.32,1.31,0
20050418:0006,0,0,0,0,0,20.91,0.97,0
20050418:0106,0,0,0,0,0,20.1,1.17,0
20050418:0206,0,0,0,0,0,19.48,1.86,0
20050418:0306,0,0,0,0,0,19.95,2.83,0
20050418:0406,0,0,0,0,0,20.02,2.9,0
20050418:0506,0,0,0,0,0,20.7,2.48,0
20050418:0606,0,0,0,0,0,21.72,2.21,0
20050418:0706,0,0,0,0,0,22.76,2.28,0
20050418:0806,0,0,0,0,0,23.51,2.07,0
20050418:0906,0,0,0,0,0,24.15,2.28,0
20050418:1006,0,0,0,0,0,24.39,2.76,0
20050418:1106,0,0,0,0,0,24.51,3.17,0
20050418:1206,0,0,0,0,0,24.55,3.31,0
20050418:1306,147.67,0,200,0,40.02,24.51,2.69,0
20050418:1406,22.69,0,43,0,25.4,24.23,2,0
20050418:1506,81.13,0,118,0,10.69,23.75,1.59,0
20050418:1606,0,0,0,0,0,23.16,1.66,0
20050418:1706,0,0,0,0,0,22.43,1.52,0
20050418:1806,0,0,0,0,0,21.83,0.9,0
20050418:1906,0,0,0,0,0,21.09,1.24,0
20050418:2006,0,0,0,0,0,20.79,1.24,0
20050418:2106,0,0,0,0,0,19.88,1.52,0
20050418:2206,0,0,0,0,0,19.59,1.79,0
20050418:2306,0,0,0,0,0,19.48,1.66,0
20050419:0006,0,0,0,0,0,19.38,1.79,0
20050419:0106,0,0,0,0,0,20.15,2.41,0
20050419:0206,0,0,0,0,0,20.13,3.17,0
20050419:0306,0,0,0,0,0,20.22,2.76,0
20050419:0406,0,0,0,0,0,20.44,2.9,0
20050419:0506,4.34,0,15,0,18.93,21.31,2.34,0
20050419:0606,85.12,0,122,0,33.58,22.45,2.83,0
20050419:0706,111.79,0,155,0,48.09,23.11,2.76,0
20050419:0806,319.82,0,414,0,62.2,23.88,2.76,0
20050419:0906,223.29,0,292,0,74.77,23.57,2.76,0
20050419:1006,208.68,0,274,0,78.36,23.4,2.48,0
20050419:1106,293.54,0,381,0,68.02,22.91,1.72,0
20050419:1206,294.77,0,382,0,54.3,23.46,2.41,0
20050419:1306,206.04,0,272,0,39.91,23.86,1.86,0
20050419:1406,155.79,0,210,0,25.31,23.85,1.66,0
20050419:1506,61.1,0,93,0,10.62,23.65,1.24,0
20050419:1606,0,0,0,0,0,23.09,1.1,0
20050419:1706,0,0,0,0,0,21.98,1.24,0
20050419:1806,0,0,0,0,0,21.15,1.59,0
20050419:1906,0,0,0,0,0,21,2.28,0
20050419:2006,0,0,0,0,0,20.96,2.34,0
20050419:2106,0,0,0,0,0,20.97,2.48,0
20050419:2206,0,0,0,0,0,20.94,2.62,0
20050419:2306,0,0,0,0,0,20.79,2.21,0
20050420:0006,0,0,0,0,0,20.54,1.79,0
20050420:0106,0,0,0,0,0,20.29,1.45,0
20050420:0206,0,0,0,0,0,20.4,2.28,0
20050420:0306,0,0,0,0,0,20.35,1.86,0
20050420:0406,0,0,0,0,0,20.5,2,0
20050420:0506,25.22,0,46,0,18.96,21.42,1.38,0
20050420:0606,63.08,0,95,0,33.59,22.43,1.24,0
20050420:0706,153.21,0,204,0,48.07,21.93,3.59,0
20050420:0806,231.57,0,301,0,62.13,22.24,2.28,0
20050420:0906,350.6,0,455,0,74.56,22.88,1.66,0
20050420:1006,380.5,0,497,0,78.02,23.76,1.59,0
20050420:1106,310.55,0,405,0,67.81,24.02,1.72,0
20050420:1206,167.56,0,225,0,54.16,24.27,1.59,0
20050420:1306,140.46,0,192,0,39.8,24.72,1.45,0
20050420:1406,146.26,0,199,0,25.22,24.63,1.59,0
20050420:1506,64.93,0,98,0,10.55,24.14,1.31,0
20050420:1606,0,0,0,0,0,23.38,1.52,0
20050420:1706,0,0,0,0,0,22.59,1.59,0
20050420:1806,0,0,0,0,0,21.69,1.17,0
20050420:1906,0,0,0,0,0,21.21,2.14,0
20050420:2006,0,0,0,0,0,20.86,2,0
20050420:2106,0,0,0,0,0,20.66,2,0
20050420:2206,0,0,0,0,0,20.61,2.21,0
20050420:2306,0,0,0,0,0,20.5,2.21,0
20050421:0006,0,0,0,0,0,20.13,1.79,0
20050421:0106,0,0,0,0,0,19.96,1.31,0
20050421:0206,0,0,0,0,0,20.68,0.76,0
20050421:0306,0,0,0,0,0,19.77,1.03,0
20050421:0406,0,0,0,0,0,19.31,1.03,0
20050421:0506,54.67,0,84,0,18.99,21.06,0.97,0
20050421:0606,80.62,0,117,0,33.6,22.91,1.31,0
20050421:0706,98.03,0,139,0,48.04,24.11,1.93,0
20050421:0806,158.2,0,214,0,62.05,25.23,2.07,0
20050421:0906,226.78,0,300,0,74.35,25.85,2.34,0
20050421:1006,365.62,0,480,0,77.68,26.37,2.48,0
20050421:1106,276.7,0,364,0,67.6,26.44,2.55,0
20050421:1206,128.37,0,178,0,54.01,26.68,2.76,0
20050421:1306,251.69,0,331,0,39.69,25.33,2.14,0
20050421:1406,128.26,0,177,0,25.14,25.06,1.79,0
20050421:1506,75.88,0,112,0,10.49,24.73,1.31,0
20050421:1606,0,0,0,0,0,23.92,1.24,0
20050421:1706,0,0,0,0,0,22.75,1.52,0
20050421:1806,0,0,0,0,0,22.04,2,0
20050421:1906,0,0,0,0,0,21.75,2.14,0
20050421:2006,0,0,0,0,0,21.32,2.07,0
20050421:2106,0,0,0,0,0,21.14,2.34,0
20050421:2206,0,0,0,0,0,21.04,2.55,0
20050421:2306,0,0,0,0,0,21.07,2.55,0
20050422:0006,0,0,0,0,0,21.2,2.28,0
20050422:0106,0,0,0,0,0,20.86,1.45,0
20050422:0206,0,0,0,0,0,20.79,1.1,0
20050422:0306,0,0,0,0,0,19.93,2.07,0
20050422:0406,0,0,0,0,0,20.55,2.55,0
20050422:0506,34.97,0,59,0,19.02,21.82,1.79,0
20050422:0606,57.21,0,88,0,33.6,23.65,1.93,0
20050422:0706,161.57,0,217,0,48.02,24.18,2.28,0
20050422:0806,277.21,0,363,0,61.97,24.95,2.07,0
20050422:0906,276.44,0,363,0,74.14,25.43,2,0
20050422:1006,358.43,0,470,0,77.35,26.08,2.41,0
20050422:1106,292.45,0,384,0,67.38,26.15,2.41,0
20050422:1206,135.64,0,186,0,53.87,25.44,2.69,0
20050422:1306,94.26,0,135,0,39.59,25.45,2.48,0
20050422:1406,99.11,0,141,0,25.06,25.17,1.86,0
20050422:1506,60.78,0,93,0,10.43,24.74,1.38,0
20050422:1606,0,0,0,0,0,23.85,1.1,0
20050422:1706,0,0,0,0,0,22.98,1.66,0
20050422:1806,0,0,0,0,0,22.39,1.93,0
20050422:1906,0,0,0,0,0,22.04,2,0
20050422:2006,0,0,0,0,0,21.55,2.14,0
20050422:2106,0,0,0,0,0,21.13,2.28,0
20050422:2206,0,0,0,0,0,20.86,2.28,0
20050422:2306,0,0,0,0,0,20.92,2.34,0
20050423:0006,0,0,0,0,0,21.11,2.28,0
20050423:0106,0,0,0,0,0,20.69,1.66,0
20050423:0206,0,0,0,0,0,20.35,1.86,0
20050423:0306,0,0,0,0,0,20.32,1.59,0
20050423:0406,0,0,0,0,0,20.15,1.79,0
20050423:0506,62.53,0,94,0,19.05,21.87,1.93,0
20050423:0606,145.04,0,196,0,33.61,23.18,1.93,0
20050423:0706,215.25,0,283,0,47.99,24.13,2.55,0
20050423:0806,297.56,0,388,0,61.88,24.86,2.48,0
20050423:0906,310.82,0,406,0,73.92,25.18,2.34,0
20050423:1006,316.41,0,414,0,77.02,25.38,2.21,0
20050423:1106,265.85,0,349,0,67.17,25.7,2.48,0
20050423:1206,245.3,0,323,0,53.72,25.67,2.41,0
20050423:1306,261.13,0,344,0,39.48,25.54,1.79,0
20050423:1406,48.97,0,78,0,24.97,24.93,1.45,0
20050423:1506,31.45,0,55,0,10.37,24.55,1.1,0
20050423:1606,0,0,0,0,0,23.75,1.17,0
20050423:1706,0,0,0,0,0,22.84,0.69,0
20050423:1806,0,0,0,0,0,21.2,1.52,0
20050423:1906,0,0,0,0,0,21.48,2.41,0
20050423:2006,0,0,0,0,0,21.28,2.34,0
20050423:2106,0,0,0,0,0,21.05,2.28,0
20050423:2206,0,0,0,0,0,20.88,2.14,0
20050423:2306,0,0,0,0,0,20.68,2.07,0
20050424:0006,0,0,0,0,0,20.59,1.93,0
20050424:0106,0,0,0,0,0,20.59,1.38,0
20050424:0206,0,0,0,0,0,22.02,0.69,0
20050424:0306,0,0,0,0,0,22.08,0.62,0
20050424:0406,0,0,0,0,0,21.06,0.9,0
20050424:0506,36.42,0,61,0,19.07,22.1,1.03,0
20050424:0606,95.74,0,136,0,33.61,23.8,1.93,0
20050424:0706,88.24,0,127,0,47.95,24.36,2.14,0
20050424:0806,52.16,0,82,0,61.79,24.75,1.79,0
20050424:0906,135.05,0,185,0,73.7,24.84,2.21,0
20050424:1006,341,0,443,0,76.69,23.77,2.07,0
20050424:1106,343.98,0,452,0,66.96,24.44,1.1,0
20050424:1206,121.76,0,169,0,53.58,24.54,0.97,0
20050424:1306,129.65,0,179,0,39.37,24.6,0.69,0
20050424:1406,121.54,0,169,0,24.89,24.7,0.69,0
20050424:1506,56.07,0,87,0,10.31,24.36,0.55,0
20050424:1606,0,0,0,0,0,23.57,0.62,0
20050424:1706,0,0,0,0,0,22.58,0.83,0
20050424:1806,0,0,0,0,0,23.06,0.55,0
20050424:1906,0,0,0,0,0,20.61,1.38,0
20050424:2006,0,0,0,0,0,20.08,1.66,0
20050424:2106,0,0,0,0,0,20.17,1.86,0
20050424:2206,0,0,0,0,0,20.41,2,0
20050424:2306,0,0,0,0,0,20.57,1.59,0
20050425:0006,0,0,0,0,0,20.39,1.1,0
20050425:0106,0,0,0,0,0,20.5,0.83,0
20050425:0206,0,0,0,0,0,20.89,1.17,0
20050425:0306,0,0,0,0,0,20.64,1.52,0
20050425:0406,0,0,0,0,0,21.69,0.55,0
20050425:0506,56.02,0,86,0,19.09,22.02,1.17,0
20050425:0606,126.5,0,174,0,33.6,23.77,1.45,0
20050425:0706,111.52,0,156,0,47.92,24.77,2.14,0
20050425:0806,168.83,0,227,0,61.69,25.49,2.69,0
20050425:0906,278.01,0,364,0,73.48,26.03,3.1,0
20050425:1006,375.54,0,490,0,76.36,26.25,3.38,0
20050425:1106,233.74,0,308,0,66.75,26.24,3.45,0
20050425:1206,312.38,0,407,0,53.44,25.31,2.9,0
20050425:1306,227.86,0,301,0,39.27,25.66,2.41,0
20050425:1406,89.38,0,129,0,24.82,25.36,2,0
20050425:1506,56,0,87,0,10.25,25.07,1.79,0
20050425:1606,0,0,0,0,0,24.38,1.66,0
20050425:1706,0,0,0,0,0,23.05,1.45,0
20050425:1806,0,0,0,0,0,22.17,1.24,0
20050425:1906,0,0,0,0,0,21.99,1.03,0
20050425:2006,0,0,0,0,0,21.57,1.03,0
20050425:2106,0,0,0,0,0,20.51,1.31,0
20050425:2206,0,0,0,0,0,19.71,1.52,0
20050425:2306,0,0,0,0,0,19.39,1.72,0
20050426:0006,0,0,0,0,0,19.24,1.66,0
20050426:0106,0,0,0,0,0,18.99,1.59,0
20050426:0206,0,0,0,0,0,19.28,1.17,0
20050426:0306,0,0,0,0,0,19.84,0.97,0
20050426:0406,0,0,0,0,0,19.84,2.41,0
20050426:0506,44.4,0,71,0,19.11,21.29,1.93,0
20050426:0606,102.34,0,144,0,33.6,23.47,1.66,0
20050426:0706,203.65,0,270,0,47.88,24.45,1.66,0
20050426:0806,244.22,0,323,0,61.59,25.23,1.24,0
20050426:0906,268.41,0,355,0,73.26,25.88,1.31,0
20050426:1006,320.41,0,421,0,76.05,25.67,1.79,0
20050426:1106,280.94,0,370,0,66.54,26.2,2.07,0
20050426:1206,158.9,0,216,0,53.29,26.29,1.93,0
20050426:1306,123.71,0,172,0,39.17,25.99,2,0
20050426:1406,83.64,0,122,0,24.74,25.72,2.21,0
20050426:1506,74.08,0,110,0,10.19,25.19,1.1,0
20050426:1606,0,0,0,0,0,24.22,0.21,0
20050426:1706,0,0,0,0,0,22.74,0.97,0
20050426:1806,0,0,0,0,0,21.71,1.31,0
20050426:1906,0,0,0,0,0,21.4,1.31,0
20050426:2006,0,0,0,0,0,20.97,1.38,0
20050426:2106,0,0,0,0,0,20.12,1.59,0
20050426:2206,0,0,0,0,0,20.13,2.07,0
20050426:2306,0,0,0,0,0,20.5,2.41,0
20050427:0006,0,0,0,0,0,20.73,2.48,0
20050427:0106,0,0,0,0,0,20.82,2.48,0
20050427:0206,0,0,0,0,0,20.81,2.34,0
20050427:0306,0,0,0,0,0,20.7,2.48,0
20050427:0406,0,0,0,0,0,20.83,1.93,0
20050427:0506,57.68,0,88,0,19.13,21.75,1.1,0
20050427:0606,63.2,0,95,0,33.59,22.41,2.28,0
20050427:0706,119.09,0,164,0,47.83,21.9,0.55,0
20050427:0806,217.62,0,287,0,61.49,23.11,0.83,0
20050427:0906,326.15,0,429,0,73.03,24.09,0.76,0
20050427:1006,310.7,0,411,0,75.73,24.88,0.55,0
20050427:1106,269.94,0,358,0,66.33,25.38,0.62,0
20050427:1206,306.2,0,408,0,53.15,25.45,0.14,0
20050427:1306,241.79,0,322,0,39.07,25.26,0.34,0
20050427:1406,164.76,0,222,0,24.66,23.97,0.76,0
20050427:1506,77.83,0,114,0,10.14,23.8,1.24,0
20050427:1606,0,0,0,0,0,23.21,1.59,0
20050427:1706,0,0,0,0,0,22.47,2.34,0
20050427:1806,0,0,0,0,0,22.13,2.07,0
20050427:1906,0,0,0,0,0,22.42,2,0
20050427:2006,0,0,0,0,0,21.92,2.34,0
20050427:2106,0,0,0,0,0,21.65,2.97,0
20050427:2206,0,0,0,0,0,21.38,3.45,0
20050427:2306,0,0,0,0,0,21.01,3.79,0
20050428:0006,0,0,0,0,0,20.29,4.76,0
20050428:0106,0,0,0,0,0,19.86,3.93,0
20050428:0206,0,0,0,0,0,19.59,3.38,0
20050428:0306,0,0,0,0,0,19.41,3.1,0
20050428:0406,0,0,0,0,0,19.36,3.17,0
20050428:0506,6.13,0,18,0,19.14,19.95,4.07,0
20050428:0606,32.13,0,55,0,33.58,20.91,3.79,0
20050428:0706,65.18,0,97,0,47.79,21.63,3.72,0
20050428:0806,61.59,0,93,0,61.38,22.52,2.62,0
20050428:0906,89.7,0,128,0,72.81,22.65,1.59,0
20050428:1006,153.72,0,205,0,75.42,21.68,2.34,0
20050428:1106,110.18,0,152,0,66.12,21.43,2.48,0
20050428:1206,60.13,0,91,0,53.02,21.96,2.28,0
20050428:1306,45.8,0,73,0,38.97,22.01,1.86,0
20050428:1406,21.56,0,41,0,24.59,21.56,2.76,0
20050428:1506,9.83,0,24,0,10.09,21.03,2.55,0
20050428:1606,0,0,0,0,0,20.61,2.69,0
20050428:1706,0,0,0,0,0,20.32,2.34,0
20050428:1806,0,0,0,0,0,20,2.41,0
20050428:1906,0,0,0,0,0,19.65,2.34,0
20050428:2006,0,0,0,0,0,19.49,2.07,0
20050428:2106,0,0,0,0,0,19.3,1.52,0
20050428:2206,0,0,0,0,0,18.91,1.1,0
20050428:2306,0,0,0,0,0,18.72,0.76,0
20050429:0006,0,0,0,0,0,18.71,0.69,0
20050429:0106,0,0,0,0,0,18.84,0.69,0
20050429:0206,0,0,0,0,0,18.9,0.48,0
20050429:0306,0,0,0,0,0,18.71,0.34,0
20050429:0406,0,0,0,0,0,18.55,0.48,0
20050429:0506,8.61,0,22,0,19.15,19.69,0.55,0
20050429:0606,53.87,0,83,0,33.56,20.94,0.62,0
20050429:0706,85.06,0,122,0,47.74,21.84,1.03,0
20050429:0806,54.93,0,85,0,61.27,22.76,0.41,0
20050429:0906,94.75,0,135,0,72.58,23.46,0.62,0
20050429:1006,130.35,0,179,0,75.11,24.19,1.59,0
20050429:1106,146.14,0,198,0,65.92,24.18,2.34,0
20050429:1206,191.67,0,253,0,52.88,23.76,3.03,0
20050429:1306,249.53,0,324,0,38.87,22.7,2.28,0
20050429:1406,84.25,0,121,0,24.52,22.22,1.86,0
20050429:1506,58.41,0,89,0,10.04,22.08,1.38,0
20050429:1606,0,0,0,0,0,21.82,1.72,0
20050429:1706,0,0,0,0,0,21.45,1.93,0
20050429:1806,0,0,0,0,0,21.25,2.48,0
20050429:1906,0,0,0,0,0,21.01,2.9,0
20050429:2006,0,0,0,0,0,20.89,3.17,0
20050429:2106,0,0,0,0,0,20.85,3.31,0
20050429:2206,0,0,0,0,0,20.56,3.45,0
20050429:2306,0,0,0,0,0,19.82,3.03,0
20050430:0006,0,0,0,0,0,19.67,2.69,0
20050430:0106,0,0,0,0,0,19.53,2.97,0
20050430:0206,0,0,0,0,0,19.11,2.97,0
20050430:0306,0,0,0,0,0,19.03,2.55,0
20050430:0406,0,0,0,0,0,19.05,2.28,0
20050430:0506,48.67,0,76,0,19.16,20,2.14,0
20050430:0606,63.77,0,95,0,33.55,20.74,2.69,0
20050430:0706,183.58,0,241,0,47.68,21.83,2.97,0
20050430:0806,287.95,0,370,0,61.16,22.29,3.1,0
20050430:0906,293.3,0,379,0,72.35,23.29,2.83,0
20050430:1006,272.78,0,354,0,74.81,23.92,2.97,0
20050430:1106,245,0,319,0,65.71,23.88,3.1,0
20050430:1206,324.86,0,417,0,52.74,22.48,3.03,0
20050430:1306,172.31,0,228,0,38.77,22.53,3.03,0
20050430:1406,93.42,0,132,0,24.45,22.47,3.72,0
20050430:1506,72.13,0,106,0,9.99,22.42,2.9,0
20050430:1606,0,0,0,0,0,21.98,3.24,0
20050430:1706,0,0,0,0,0,21.69,3.24,0
20050430:1806,0,0,0,0,0,21.7,2.9,0
20050430:1906,0,0,0,0,0,21.66,2.97,0
20050430:2006,0,0,0,0,0,21.56,2.69,0
20050430:2106,0,0,0,0,0,21.45,2.62,0
20050430:2206,0,0,0,0,0,20.86,3.24,0
20050430:2306,0,0,0,0,0,20.77,3.24,0
20050501:0006,0,0,0,0,0,20.33,3.1,0
20050501:0106,0,0,0,0,0,19.97,3.17,0
20050501:0206,0,0,0,0,0,20,2.41,0
20050501:0306,0,0,0,0,0,20.05,2.21,0
20050501:0406,0,0,0,0,0,19.58,2.69,0
20050501:0506,46.88,0,74,0,19.17,20.89,2.28,0
20050501:0606,69.74,0,103,0,33.53,22.31,2.97,0
20050501:0706,150.71,0,203,0,47.63,23.9,3.03,0
20050501:0806,312.86,0,406,0,61.05,24.57,2.97,0
20050501:0906,352.06,0,457,0,72.12,24.78,2.97,0
20050501:1006,311.35,0,403,0,74.51,24.02,2.97,0
20050501:1106,103.28,0,145,0,65.51,23.89,3.17,0
20050501:1206,226.33,0,295,0,52.61,23.77,3.79,0
20050501:1306,213.29,0,278,0,38.68,22.56,3.1,0
20050501:1406,59.04,0,90,0,24.39,23,2.55,0
20050501:1506,13.69,0,30,0,9.95,22.91,1.66,0
20050501:1606,0,0,0,0,0,22.36,1.1,0
20050501:1706,0,0,0,0,0,21.46,1.31,0
20050501:1806,0,0,0,0,0,21.8,0.55,0
20050501:1906,0,0,0,0,0,19.84,1.1,0
20050501:2006,0,0,0,0,0,19.56,1.45,0
20050501:2106,0,0,0,0,0,19.86,1.66,0
20050501:2206,0,0,0,0,0,19.88,1.72,0
20050501:2306,0,0,0,0,0,19.55,1.52,0
20050502:0006,0,0,0,0,0,19.41,1.24,0
20050502:0106,0,0,0,0,0,19.06,1.1,0
20050502:0206,0,0,0,0,0,18.91,0.28,0
20050502:0306,0,0,0,0,0,19.13,0.62,0
20050502:0406,0,0,0,0,0,19.19,0.76,0
20050502:0506,4.97,0,16,0,19.17,19.44,2.07,0
20050502:0606,42.31,0,68,0,33.5,20.18,2.28,0
20050502:0706,90.75,0,128,0,47.57,20.5,2,0
20050502:0806,193.94,0,253,0,60.93,20.58,2,0
20050502:0906,349.37,0,451,0,71.89,21.46,1.45,0
20050502:1006,369.28,0,479,0,74.21,22.13,1.38,0
20050502:1106,324.36,0,422,0,65.31,22.42,1.03,0
20050502:1206,317.32,0,413,0,52.48,22.39,0.97,0
